Index,Interpretation A,m/z A,m/z B,Interpretation B,CorrelationScore,NormalisedScore,MassDeviation
70,,526.15,639.37,,2475.7978374247655,345.1889994971057,
71,,400.85,566.67,,2416.691829592467,345.07022700846653,
72,b3(1+),325.85,486.68,y8-(H2O)(2+),2568.328559707933,343.92162408558534,0.331
,b3(1+),325.85,486.68,y8-(NH3)(2+),2568.328559707933,343.92162408558534,0.698
73,,390.64,739.39,,3623.3487005619972,343.86703571689094,
74,bi(7-10)(2+),263.42,624.97,b6(1+),3956.532872667822,343.61145021131364,0.464
,b5(2+),263.42,624.97,y5-2(H2O)-(HCOH)(1+),3956.532872667822,343.61145021131364,0.51
,b5(2+),263.42,624.97,bi(6-10)(1+),3956.532872667822,343.61145021131364,0.528
,b3-(NH3)-(CH2S)(1+),263.42,624.97,y5-2(H2O)-(HCOH)(1+),3956.532872667822,343.61145021131364,0.539
,b3-(NH3)-(CH2S)(1+),263.42,624.97,bi(4-9)-(HN=C=NH)-(HCOH)(1+),3956.532872667822,343.61145021131364,0.547
75,,511.91,810.06,,2335.066534845684,342.83455931633847,
76,,365.07,418.73,,3523.7510967673456,341.02130013594694,
77,,512.15,916.51,,2013.7666205755836,339.5914365447823,
78,,575.55,895.27,,3862.274294554833,338.84315074843477,
79,b3(1+),325.89,724.37,y6-2(H2O)-(HCOH)(1+),2125.1011751919978,338.8424257458651,0.291
,ai(2-5)-2(H2O)(1+),325.89,724.37,y6-2(H2O)-(HCOH)(1+),2125.1011751919978,338.8424257458651,0.741
,bi(2-5)-2(NH3)-(HCOH)(1+),325.89,724.37,y6-2(H2O)-(HCOH)(1+),2125.1011751919978,338.8424257458651,0.781
80,,404.63,584.44,,4243.624205839558,338.4341101392494,
81,,362.74,575.49,,7387.966801307232,338.23571268234514,
82,,409.14,697.52,,1719.8290290786854,337.9103604206805,
83,,567.03,1014.2,,2973.216307635576,336.5881100562808,
84,,378.72,813.18,,2775.720088055687,336.16622224002174,
85,,402.36,417.63,,2639.0936578626097,336.0189757726088,
86,,469.32,580.78,,1920.840550158271,335.92755991732946,
87,ai(9-10)-2(NH3)(1+),194.89,816.65,b8-(CH3SH)-(HCOH)(1+),1887.5428016700744,335.0193830196512,0.287
