,m/z A,m/z B,Ranking,comp_1_m/z A,comp_4_m/z B,1*m/z A + 4*m/z B,comp_2_m/z A,comp_3_m/z B,2*m/z A + 3*m/z B,comp_3_m/z A,comp_2_m/z B,3*m/z A + 2*m/z B,comp_4_m/z A,comp_1_m/z B,4*m/z A + 1*m/z B,1*m/z A + 3*m/z B,2*m/z A + 2*m/z B,3*m/z A + 1*m/z B
4390554,790.94733633,1351.80877311,799,790.94733633,5407.23509244,6198.18242877,1581.89467266,4055.42631933,5637.32099199,2372.84200899,2703.61754622,5076.45955521,3163.78934532,1351.80877311,4515.59811843,4846.37365566,4285.51221888,3724.6507821
2519116,723.43894818,1016.60423454,800,723.43894818,4066.41693816,4789.85588634,1446.87789636,3049.81270362,4496.69059998,2170.31684454,2033.20846908,4203.52531362,2893.75579272,1016.60423454,3910.36002726,3773.2516517999998,3480.08636544,3186.9210790800003
3688680,766.21956644,799.17171796,801,766.21956644,3196.68687184,3962.90643828,1532.43913288,2397.51515388,3929.9542867600003,2298.65869932,1598.34343592,3897.00213524,3064.87826576,799.17171796,3864.04998372,3163.73472032,3130.7825688000003,3097.83041728
610265,602.37726795,935.22361234,802,602.37726795,3740.89444936,4343.27171731,1204.7545359,2805.6708370200004,4010.4253729200004,1807.13180385,1870.44722468,3677.57902853,2409.5090718,935.22361234,3344.73268414,3408.04810497,3075.20176058,2742.35541619
76360,524.31704899,1085.65087081,803,524.31704899,4342.60348324,4866.92053223,1048.63409798,3256.95261243,4305.58671041,1572.95114697,2171.30174162,3744.25288859,2097.26819596,1085.65087081,3182.91906677,3781.26966142,3219.9358396,2658.60201778
5681724,842.85094029,916.22434389,804,842.85094029,3664.89737556,4507.74831585,1685.70188058,2748.67303167,4434.37491225,2528.5528208700002,1832.44868778,4361.001508650001,3371.40376116,916.22434389,4287.62810505,3591.52397196,3518.15056836,3444.7771647600002
1032426,656.40145407,1020.95170587,805,656.40145407,4083.80682348,4740.20827755,1312.80290814,3062.85511761,4375.65802575,1969.20436221,2041.90341174,4011.1077739499997,2625.60581628,1020.95170587,3646.55752215,3719.25657168,3354.7063198799997,2990.15606808
3201715,749.20399815,960.57376027,806,749.20399815,3842.29504108,4591.49903923,1498.4079963,2881.72128081,4380.12927711,2247.6119944499997,1921.14752054,4168.75951499,2996.8159926,960.57376027,3957.38975287,3630.9252789599996,3419.5555168399997,3208.1857547199997
4502243,793.80895355,1015.60574947,807,793.80895355,4062.42299788,4856.23195143,1587.6179071,3046.81724841,4634.43515551,2381.42686065,2031.21149894,4412.63835959,3175.2358142,1015.60574947,4190.84156367,3840.62620196,3618.82940604,3397.03261012
4759061,798.53525691,844.2561774,808,798.53525691,3377.0247096,4175.55996651,1597.07051382,2532.7685321999998,4129.83904602,2395.60577073,1688.5123548,4084.11812553,3194.14102764,844.2561774,4038.3972050400002,3331.30378911,3285.58286862,3239.86194813
4529145,794.4903306,1125.34045384,809,794.4903306,4501.36181536,5295.85214596,1588.9806612,3376.02136152,4965.00202272,2383.4709918,2250.68090768,4634.15189948,3177.9613224,1125.34045384,4303.3017762399995,4170.51169212,3839.6615688800002,3508.81144564
5027195,800.9826531,861.76479273,810,800.9826531,3447.05917092,4248.04182402,1601.9653062,2585.29437819,4187.25968439,2402.9479593,1723.52958546,4126.4775447600005,3203.9306124,861.76479273,4065.69540513,3386.2770312899997,3325.4948916599997,3264.71275203
5763596,849.84319482,1014.61406839,811,849.84319482,4058.45627356,4908.299468380001,1699.68638964,3043.84220517,4743.52859481,2549.52958446,2029.22813678,4578.75772124,3399.37277928,1014.61406839,4413.98684767,3893.68539999,3728.91452642,3564.14365285
3096421,745.44844086,969.57980196,812,745.44844086,3878.31920784,4623.7676487,1490.89688172,2908.73940588,4399.6362876,2236.34532258,1939.15960392,4175.5049265,2981.79376344,969.57980196,3951.3735654,3654.18784674,3430.05648564,3205.92512454
5333325,815.4721272,977.56952857,813,815.4721272,3910.27811428,4725.75024148,1630.9442544,2932.70858571,4563.65284011,2446.4163816,1955.13905714,4401.55543874,3261.8885088,977.56952857,4239.45803737,3748.1807129100002,3586.08331154,3423.98591017
5928202,859.85816159,860.52379264,814,859.85816159,3442.09517056,4301.95333215,1719.71632318,2581.57137792,4301.2877011,2579.57448477,1721.04758528,4300.62207005,3439.43264636,860.52379264,4299.956439,3441.42953951,3440.76390846,3440.09827741
6379672,898.54757154,1014.61406839,815,898.54757154,4058.45627356,4957.0038451,1797.09514308,3043.84220517,4840.93734825,2695.6427146200003,2029.22813678,4724.870851400001,3594.19028616,1014.61406839,4608.80435455,3942.3897767099998,3826.32327986,3710.2567830100006
4485505,793.47953452,1082.98719361,816,793.47953452,4331.94877444,5125.42830896,1586.95906904,3248.9615808300005,4835.9206498700005,2380.43860356,2165.97438722,4546.41299078,3173.91813808,1082.98719361,4256.90533169,4042.4411153500005,3752.93345626,3463.42579717
5643757,840.25191909,865.52751102,817,840.25191909,3462.11004408,4302.36196317,1680.50383818,2596.58253306,4277.0863712400005,2520.75575727,1731.05502204,4251.81077931,3361.00767636,865.52751102,4226.53518738,3436.8344521500003,3411.55886022,3386.28326829
6540474,915.54374383,1244.73425294,818,915.54374383,4978.93701176,5894.480755590001,1831.08748766,3734.20275882,5565.29024648,2746.63123149,2489.46850588,5236.09973737,3662.17497532,1244.73425294,4906.90922826,4649.7465026499995,4320.55599354,3991.36548443
794492,637.40195162,1142.68239616,819,637.40195162,4570.72958464,5208.13153626,1274.80390324,3428.04718848,4702.85109172,1912.2058548599998,2285.36479232,4197.57064718,2549.60780648,1142.68239616,3692.2902026399997,4065.4491401,3560.16869556,3054.88825102
3551641,761.45455808,922.22792334,820,761.45455808,3688.91169336,4450.36625144,1522.90911616,2766.68377002,4289.59288618,2284.36367424,1844.45584668,4128.81952092,3045.81823232,922.22792334,3968.04615566,3528.1383281,3367.36496284,3206.59159758
5705945,845.17181947,914.54116676,821,845.17181947,3658.16466704,4503.33648651,1690.34363894,2743.62350028,4433.96713922,2535.51545841,1829.08233352,4364.59779193,3380.68727788,914.54116676,4295.22844464,3588.79531975,3519.4259724599997,3450.05662517
1661053,690.21468065,706.17594086,822,690.21468065,2824.70376344,3514.91844409,1380.4293613,2118.52782258,3498.95718388,2070.64404195,1412.35188172,3482.9959236699997,2760.8587226,706.17594086,3467.03466346,2808.74250323,2792.78124302,2776.81998281
4062929,780.47369953,935.89531739,823,780.47369953,3743.58126956,4524.05496909,1560.94739906,2807.68595217,4368.63335123,2341.42109859,1871.79063478,4213.21173337,3121.89479812,935.89531739,4057.79011551,3588.1596517,3432.73803384,3277.31641598
3909659,774.22142705,799.81809301,824,774.22142705,3199.27237204,3973.49379909,1548.4428541,2399.45427903,3947.89713313,2322.66428115,1599.63618602,3922.30046717,3096.8857082,799.81809301,3896.70380121,3173.67570608,3148.07904012,3122.4823741600003
5289230,812.24069195,853.4978051,825,812.24069195,3413.9912204,4226.23191235,1624.4813839,2560.4934153000004,4184.9747992,2436.7220758500002,1706.9956102,4143.71768605,3248.9627678,853.4978051,4102.4605729,3372.7341072500003,3331.4769941000004,3290.2198809500005
5505196,829.73925729,885.20308052,826,829.73925729,3540.81232208,4370.55157937,1659.47851458,2655.6092415599996,4315.087756139999,2489.21777187,1770.40616104,4259.62393291,3318.95702916,885.20308052,4204.16010968,3485.3484988499995,3429.88467562,3374.4208523899997
6681043,931.22418703,1116.33535615,827,931.22418703,4465.3414246,5396.565611630001,1862.44837406,3349.0060684500004,5211.45444251,2793.6725610900003,2232.6707123,5026.343273390001,3724.89674812,1116.33535615,4841.2321042700005,4280.230255480001,4095.1190863600004,3910.00791724
5212723,805.82771347,959.6188342,828,805.82771347,3838.4753368,4644.30305027,1611.65542694,2878.8565026,4490.51192954,2417.48314041,1919.2376684,4336.72080881,3223.31085388,959.6188342,4182.92968808,3684.6842160700003,3530.8930953400004,3377.10197461
5853128,855.18063723,915.54374383,829,855.18063723,3662.17497532,4517.35561255,1710.36127446,2746.63123149,4456.99250595,2565.5419116900002,1831.08748766,4396.62939935,3420.72254892,915.54374383,4336.2662927500005,3601.8118687200003,3541.44876212,3481.0856555200003
5754266,848.50709172,969.83048997,830,848.50709172,3879.32195988,4727.8290516,1697.01418344,2909.49146991,4606.50565335,2545.5212751599997,1939.66097994,4485.1822551,3394.02836688,969.83048997,4363.85885685,3757.99856163,3636.67516338,3515.35176513
1163642,665.42238076,931.04165802,831,665.42238076,3724.16663208,4389.58901284,1330.84476152,2793.12497406,4123.96973558,1996.26714228,1862.08331604,3858.35045832,2661.68952304,931.04165802,3592.73118106,3458.5473548200002,3192.92807756,2927.3088003
6459381,907.55250022,1024.95025718,832,907.55250022,4099.80102872,5007.353528940001,1815.10500044,3074.85077154,4889.95577198,2722.6575006599996,2049.90051436,4772.55801502,3630.21000088,1024.95025718,4655.16025806,3982.4032717600003,3865.0055148,3747.60775784
1443370,676.90708163,885.53694655,833,676.90708163,3542.1477862,4219.05486783,1353.81416326,2656.6108396500003,4010.4250029100003,2030.72124489,1771.0738931,3801.79513799,2707.62832652,885.53694655,3593.16527307,3333.5179212800003,3124.88805636,2916.25819144
3852439,772.86016495,998.26963114,834,772.86016495,3993.07852456,4765.93868951,1545.7203299,2994.80889342,4540.52922332,2318.58049485,1996.53926228,4315.11975713,3091.4406598,998.26963114,4089.71029094,3767.66905837,3542.2595921800003,3316.85012599
3691358,766.25302945,797.98599687,835,766.25302945,3191.94398748,3958.1970169300002,1532.5060589,2393.95799061,3926.4640495099998,2298.7590883499997,1595.97199374,3894.7310820899997,3065.0121178,797.98599687,3862.99811467,3160.21102006,3128.47805264,3096.74508522
5690653,844.00541538,859.16708053,836,844.00541538,3436.66832212,4280.6737375,1688.01083076,2577.50124159,4265.51207235,2532.01624614,1718.33416106,4250.3504072,3376.02166152,859.16708053,4235.188742050001,3421.50665697,3406.3449918200004,3391.18332667
1830424,699.17658033,790.07813626,837,699.17658033,3160.31254504,3859.48912537,1398.35316066,2370.2344087799997,3768.5875694399997,2097.52974099,1580.15627252,3677.6860135099996,2796.70632132,790.07813626,3586.78445758,3069.4109891099997,2978.50943318,2887.60787725
5704816,845.00817145,1066.63068336,838,845.00817145,4266.52273344,5111.53090489,1690.0163429,3199.8920500799995,4889.90839298,2535.0245143499997,2133.26136672,4668.28588107,3380.0326858,1066.63068336,4446.66336916,4044.9002215299997,3823.2777096199998,3601.65519771
4944080,800.18641704,1013.61126831,839,800.18641704,4054.44507324,4854.63149028,1600.37283408,3040.83380493,4641.20663901,2400.55925112,2027.22253662,4427.78178774,3200.74566816,1013.61126831,4214.35693647,3841.02022197,3627.5953707,3414.1705194300002
1215816,666.90350887,815.4721272,840,666.90350887,3261.8885088,3928.79201767,1333.80701774,2446.4163816,3780.22339934,2000.71052661,1630.9442544,3631.65478101,2667.61403548,815.4721272,3483.08616268,3113.3198904700002,2964.75127214,2816.18265381
2325274,715.93617661,883.02535335,841,715.93617661,3532.1014134,4248.03759001,1431.87235322,2649.0760600500003,4080.94841327,2147.8085298299998,1766.0507067,3913.85923653,2863.74470644,883.02535335,3746.77005979,3365.0122366600003,3197.92305992,3030.8338831799997
6610577,923.56100245,1025.61805623,842,923.56100245,4102.47222492,5026.0332273700005,1847.1220049,3076.8541686900003,4923.97617359,2770.68300735,2051.23611246,4821.91911981,3694.2440098,1025.61805623,4719.86206603,4000.4151711400004,3898.3581173600005,3796.30106358
7000743,978.61748265,1057.63325167,843,978.61748265,4230.53300668,5209.15048933,1957.2349653,3172.89975501,5130.1347203099995,2935.85244795,2115.26650334,5051.11895129,3914.4699306,1057.63325167,4972.103182270001,4151.51723766,4072.50146864,3993.48569962
5699441,844.50687242,1140.68277301,844,844.50687242,4562.73109204,5407.23796446,1689.01374484,3422.0483190299997,5111.06206387,2533.52061726,2281.36554602,4814.88616328,3378.02748968,1140.68277301,4518.71026269,4266.555191449999,3970.37929086,3674.20339027
1357224,673.08227134,995.59251794,845,673.08227134,3982.37007176,4655.4523431,1346.16454268,2986.77755382,4332.9420965,2019.24681402,1991.18503588,4010.4318499,2692.32908536,995.59251794,3687.9216033000002,3659.8598251599997,3337.34957856,3014.83933196
6556958,917.55450199,969.57980196,846,917.55450199,3878.31920784,4795.87370983,1835.10900398,2908.73940588,4743.84840986,2752.6635059699997,1939.15960392,4691.82310989,3670.21800796,969.57980196,4639.79780992,3826.29390787,3774.2686079,3722.24330793
6243629,884.86905849,1041.13573441,847,884.86905849,4164.54293764,5049.41199613,1769.73811698,3123.40720323,4893.14532021,2654.60717547,2082.27146882,4736.87864429,3539.47623396,1041.13573441,4580.61196837,4008.27626172,3852.0095858,3695.7429098800003
4747373,798.4457709,826.16321902,848,798.4457709,3304.65287608,4103.09864698,1596.8915418,2478.4896570600004,4075.38119886,2395.3373127,1652.32643804,4047.66375074,3193.7830836,826.16321902,4019.94630262,3276.93542796,3249.21797984,3221.5005317200003
4124064,782.46687568,812.24069195,849,782.46687568,3248.9627678,4031.4296434800003,1564.93375136,2436.7220758500002,4001.65582721,2347.40062704,1624.4813839,3971.8820109400003,3129.86750272,812.24069195,3942.10819467,3219.1889515300004,3189.41513526,3159.64131899
590940,601.37494387,815.4721272,850,601.37494387,3261.8885088,3863.2634526700003,1202.74988774,2446.4163816,3649.1662693400003,1804.12483161,1630.9442544,3435.0690860100003,2405.49977548,815.4721272,3220.9719026800003,3047.79132547,2833.69414214,2619.59695881
38583,517.34791846,560.35709774,851,517.34791846,2241.42839096,2758.77630942,1034.69583692,1681.07129322,2715.7671301399996,1552.0437553799998,1120.71419548,2672.7579508599997,2069.39167384,560.35709774,2629.74877158,2198.41921168,2155.4100324,2112.4008531199997
4406748,791.23747635,948.06520031,852,791.23747635,3792.26080124,4583.49827759,1582.4749527,2844.19560093,4426.67055363,2373.7124290499996,1896.13040062,4269.842829669999,3164.9499054,948.06520031,4113.01510571,3635.4330772800004,3478.60535332,3321.7776293599995
5699279,844.50687242,1078.64062527,853,844.50687242,4314.56250108,5159.0693735,1689.01374484,3235.9218758100005,4924.935620650001,2533.52061726,2157.28125054,4690.801867800001,3378.02748968,1078.64062527,4456.66811495,4080.4287482300006,3846.2949953800003,3612.16124253
2544636,723.94091622,1185.2293164,854,723.94091622,4740.9172656,5464.85818182,1447.88183244,3555.6879492,5003.56978164,2171.82274866,2370.4586328,4542.2813814599995,2895.76366488,1185.2293164,4080.99298128,4279.62886542,3818.34046524,3357.05206506
3690056,766.21956644,984.5922131,855,766.21956644,3938.3688524,4704.58841884,1532.43913288,2953.7766393,4486.21577218,2298.65869932,1969.1844262,4267.843125519999,3064.87826576,984.5922131,4049.47047886,3719.9962057400003,3501.6235590799997,3283.2509124199996
3752381,768.71454263,930.54910098,856,768.71454263,3722.19640392,4490.9109465500005,1537.42908526,2791.6473029400004,4329.0763882,2306.14362789,1861.09820196,4167.24182985,3074.85817052,930.54910098,4005.4072715,3560.3618455700002,3398.5272872200003,3236.69272887
745485,631.39546816,829.99545931,857,631.39546816,3319.98183724,3951.3773054,1262.79093632,2489.98637793,3752.77731425,1894.18640448,1659.99091862,3554.1773230999997,2525.58187264,829.99545931,3355.57733195,3121.3818460899997,2922.78185494,2724.18186379
3560557,761.7129431,1030.62403761,858,761.7129431,4122.49615044,4884.20909354,1523.4258862,3091.87211283,4615.29799903,2285.1388293,2061.24807522,4346.38690452,3046.8517724,1030.62403761,4077.47581001,3853.5850559299997,3584.6739614199996,3315.76286691
6010650,865.86141504,915.56486284,859,865.86141504,3662.25945136,4528.1208664000005,1731.72283008,2746.6945885200003,4478.4174186,2597.58424512,1831.12972568,4428.7139708,3463.44566016,915.56486284,4379.010523,3612.55600356,3562.85255576,3513.14910796
517696,595.35452841,947.8142343,860,595.35452841,3791.2569372,4386.61146561,1190.70905682,2843.4427029,4034.15175972,1786.0635852299997,1895.6284686,3681.6920538299996,2381.41811364,947.8142343,3329.2323479399997,3438.79723131,3086.33752542,2733.8778195299997
5617754,837.50151788,947.24278325,861,837.50151788,3788.971133,4626.47265088,1675.00303576,2841.7283497500002,4516.73138551,2512.5045536400003,1894.4855665,4406.990120140001,3350.00607152,947.24278325,4297.24885477,3679.22986763,3569.4886022600003,3459.74733689
1722625,694.42227497,772.45911892,862,694.42227497,3089.83647568,3784.2587506500004,1388.84454994,2317.37735676,3706.2219067,2083.2668249099997,1544.91823784,3628.18506275,2777.68909988,772.45911892,3550.1482188,3011.7996317300003,2933.76278778,2855.72594383
323430,559.35432567,1049.29727104,863,559.35432567,4197.18908416,4756.543409829999,1118.70865134,3147.89181312,4266.60046446,1678.06297701,2098.59454208,3776.65751909,2237.41730268,1049.29727104,3286.71457372,3707.24613879,3217.30319342,2727.36024805
2976303,741.42345055,787.47479607,864,741.42345055,3149.89918428,3891.32263483,1482.8469011,2362.42438821,3845.2712893099997,2224.27035165,1574.94959214,3799.21994379,2965.6938022,787.47479607,3753.16859827,3103.84783876,3057.79649324,3011.74514772
3001,507.3056947,997.60113709,865,507.3056947,3990.40454836,4497.71024306,1014.6113894,2992.8034112699997,4007.4148006699997,1521.9170841,1995.20227418,3517.1193582799997,2029.2227788,997.60113709,3026.82391589,3500.1091059699997,3009.81366358,2519.51822119
523127,596.30201948,723.94091622,866,596.30201948,2895.76366488,3492.06568436,1192.60403896,2171.82274866,3364.42678762,1788.90605844,1447.88183244,3236.78789088,2385.20807792,723.94091622,3109.14899414,2768.12476814,2640.4858714,2512.84697466
946416,651.40983769,1063.31209711,867,651.40983769,4253.24838844,4904.65822613,1302.81967538,3189.93629133,4492.75596671,1954.22951307,2126.62419422,4080.85370729,2605.63935076,1063.31209711,3668.9514478700003,3841.3461290200003,3429.4438695999997,3017.54161018
2517703,723.43894818,801.0041211,868,723.43894818,3204.0164844,3927.45543258,1446.87789636,2403.0123633000003,3849.89025966,2170.31684454,1602.0082422,3772.32508674,2893.75579272,801.0041211,3694.7599138200003,3126.45131148,3048.8861385600003,2971.3209656400004
2034830,705.92496085,1167.69378407,869,705.92496085,4670.77513628,5376.70009713,1411.8499217,3503.0813522099997,4914.93127391,2117.7748825500003,2335.38756814,4453.162450690001,2823.6998434,1167.69378407,3991.39362747,4209.00631306,3747.2374898400003,3285.4686666200005
6184554,880.51274116,1115.6655691,870,880.51274116,4462.6622764,5343.17501756,1761.02548232,3346.9967073000003,5108.02218962,2641.53822348,2231.3311382,4872.86936168,3522.05096464,1115.6655691,4637.71653374,4227.50944846,3992.3566205200004,3757.20379258
2360608,716.93252368,919.54352114,871,716.93252368,3678.17408456,4395.10660824,1433.86504736,2758.6305634200003,4192.495610780001,2150.79757104,1839.08704228,3989.8846133200004,2867.73009472,919.54352114,3787.27361586,3475.5630871000003,3272.95208964,3070.34109218
3518642,759.71444795,1013.61126831,872,759.71444795,4054.44507324,4814.15952119,1519.4288959,3040.83380493,4560.2627008300005,2279.14334385,2027.22253662,4306.36588047,3038.8577918,1013.61126831,4052.46906011,3800.5482528800003,3546.65143252,3292.75461216
6540223,915.54374383,1129.67156917,873,915.54374383,4518.68627668,5434.23002051,1831.08748766,3389.0147075100003,5220.10219517,2746.63123149,2259.34313834,5005.974369830001,3662.17497532,1129.67156917,4791.84654449,4304.558451340001,4090.4306260000003,3876.3028006600002
322490,559.35432567,875.87359581,874,559.35432567,3503.49438324,4062.84870891,1118.70865134,2627.62078743,3746.32943877,1678.06297701,1751.74719162,3429.8101686299997,2237.41730268,875.87359581,3113.29089849,3186.9751131,2870.45584296,2553.93657282
5616356,837.25149586,1064.31563818,875,837.25149586,4257.26255272,5094.51404858,1674.50299172,3192.94691454,4867.44990626,2511.75448758,2128.63127636,4640.385763939999,3349.00598344,1064.31563818,4413.32162162,4030.1984104,3803.13426808,3576.07012576
2519731,723.43894818,1263.76503339,876,723.43894818,5055.06013356,5778.49908174,1446.87789636,3791.2951001700003,5238.17299653,2170.31684454,2527.53006678,4697.846911320001,2893.75579272,1263.76503339,4157.52082611,4514.73404835,3974.40796314,3434.0818779300002
5321162,814.49504513,1014.61406839,877,814.49504513,4058.45627356,4872.95131869,1628.99009026,3043.84220517,4672.83229543,2443.48513539,2029.22813678,4472.71327217,3257.98018052,1014.61406839,4272.59424891,3858.3372503,3658.21822704,3458.0992037799997
3752018,768.71454263,879.19379806,878,768.71454263,3516.77519224,4285.48973487,1537.42908526,2637.5813941799997,4175.0104794399995,2306.14362789,1758.38759612,4064.53122401,3074.85817052,879.19379806,3954.05196858,3406.2959368099996,3295.81668138,3185.33742595
6808768,948.89493138,1149.02009664,879,948.89493138,4596.08038656,5544.97531794,1897.78986276,3447.0602899200003,5344.85015268,2846.68479414,2298.04019328,5144.724987420001,3795.57972552,1149.02009664,4944.59982216,4395.955221300001,4195.83005604,3995.70489078
1164530,665.42238076,1172.67053745,880,665.42238076,4690.6821498,5356.10453056,1330.84476152,3518.01161235,4848.85637387,1996.26714228,2345.3410749,4341.60821718,2661.68952304,1172.67053745,3834.3600604900003,4183.43399311,3676.1858364199998,3168.93767973
1148240,664.15301666,791.23747635,881,664.15301666,3164.9499054,3829.10292206,1328.30603332,2373.7124290499996,3702.0184623699997,1992.4590499800001,1582.4749527,3574.93400268,2656.61206664,791.23747635,3447.8495429900004,3037.8654457099997,2910.78098602,2783.69652633
844826,642.36257,969.57980196,882,642.36257,3878.31920784,4520.68177784,1284.72514,2908.73940588,4193.4645458800005,1927.08771,1939.15960392,3866.24731392,2569.45028,969.57980196,3539.03008196,3551.1019758800003,3223.88474392,2896.66751196
812829,638.79020072,1198.72451443,883,638.79020072,4794.89805772,5433.68825844,1277.58040144,3596.17354329,4873.7539447300005,1916.37060216,2397.44902886,4313.81963102,2555.16080288,1198.72451443,3753.88531731,4234.96374401,3675.0294303,3115.09511659
6321689,892.8655741,899.55199861,884,892.8655741,3598.20799444,4491.07356854,1785.7311482,2698.6559958300004,4484.387144030001,2678.5967223,1799.10399722,4477.70071952,3571.4622964,899.55199861,4471.01429501,3591.5215699300006,3584.83514542,3578.1487209099996
6885123,959.6188342,1016.0901815,885,959.6188342,4064.360726,5023.9795601999995,1919.2376684,3048.2705445,4967.5082129,2878.8565026,2032.180363,4911.0368656,3838.4753368,1016.0901815,4854.5655183,4007.8893787,3951.4180314,3894.9466841000003
6674990,930.54910098,1149.35408267,886,930.54910098,4597.41633068,5527.96543166,1861.09820196,3448.06224801,5309.160449970001,2791.6473029400004,2298.70816534,5090.35546828,3722.19640392,1149.35408267,4871.55048659,4378.61134899,4159.8063673,3941.0013856100004
2050429,706.17594086,940.89931877,887,706.17594086,3763.59727508,4469.77321594,1412.35188172,2822.6979563100003,4235.0498380300005,2118.52782258,1881.79863754,4000.32646012,2824.70376344,940.89931877,3765.60308221,3528.8738971700004,3294.15051926,3059.42714135
2519588,723.43894818,1183.74227729,888,723.43894818,4734.96910916,5458.40805734,1446.87789636,3551.22683187,4998.10472823,2170.31684454,2367.48455458,4537.8013991200005,2893.75579272,1183.74227729,4077.49807001,4274.66578005,3814.3624509399997,3354.05912183
3505475,759.45406193,762.9579432,889,759.45406193,3051.8317728,3811.2858347300003,1518.90812386,2288.8738296,3807.7819534600003,2278.36218579,1525.9158864,3804.27807219,3037.81624772,762.9579432,3800.77419092,3048.32789153,3044.8240102600003,3041.32012899
1724412,694.42227497,986.58427425,890,694.42227497,3946.337097,4640.75937197,1388.84454994,2959.75282275,4348.59737269,2083.2668249099997,1973.1685485,4056.4353734099996,2777.68909988,986.58427425,3764.27337413,3654.17509772,3362.0130984400002,3069.8510991599996
328246,559.36967867,690.01400963,891,559.36967867,2760.05603852,3319.42571719,1118.73935734,2070.04202889,3188.78138623,1678.10903601,1380.02801926,3058.13705527,2237.47871468,690.01400963,2927.49272431,2629.4117075599997,2498.7673766,2368.12304564
6858679,955.91670991,1016.94278757,892,955.91670991,4067.77115028,5023.68786019,1911.83341982,3050.82836271,4962.66178253,2867.75012973,2033.88557514,4901.63570487,3823.66683964,1016.94278757,4840.60962721,4006.74507262,3945.7189949599997,3884.6929173
3720264,766.9720185,1031.62665169,893,766.9720185,4126.50660676,4893.47862526,1533.944037,3094.87995507,4628.82399207,2300.9160555,2063.25330338,4364.16935888,3067.888074,1031.62665169,4099.51472569,3861.85197357,3597.1973403800002,3332.54270719
6928712,965.82455967,1219.71953204,894,965.82455967,4878.87812816,5844.70268783,1931.64911934,3659.1585961200003,5590.8077154600005,2897.47367901,2439.43906408,5336.912743090001,3863.29823868,1219.71953204,5083.01777072,4624.983155790001,4371.08818342,4117.19321105
3683873,765.96842943,876.02444482,895,765.96842943,3504.09777928,4270.06620871,1531.93685886,2628.07333446,4160.01019332,2297.90528829,1752.04888964,4049.95417793,3063.87371772,876.02444482,3939.89816254,3394.04176389,3283.9857485,3173.92973311
1169908,665.92444779,816.46008928,896,665.92444779,3265.84035712,3931.7648049100003,1331.84889558,2449.38026784,3781.22916342,1997.77334337,1632.92017856,3630.6935219300003,2663.69779116,816.46008928,3480.15788044,3115.3047156300004,2964.76907414,2814.23343265
1221893,666.92783487,737.19658723,897,666.92783487,2948.78634892,3615.71418379,1333.85566974,2211.58976169,3545.44543143,2000.78350461,1474.39317446,3475.17667907,2667.71133948,737.19658723,3404.9079267099996,2878.51759656,2808.2488442,2737.9800918399997
6010727,865.86141504,926.56453367,898,865.86141504,3706.25813468,4572.11954972,1731.72283008,2779.69360101,4511.41643109,2597.58424512,1853.12906734,4450.71331246,3463.44566016,926.56453367,4390.0101938299995,3645.5550160499997,3584.8518974199997,3524.14877879
515980,595.35452841,755.77966765,899,595.35452841,3023.1186706,3618.47319901,1190.70905682,2267.3390029499997,3458.04805977,1786.0635852299997,1511.5593353,3297.6229205299996,2381.41811364,755.77966765,3137.1977812899995,2862.6935313599997,2702.2683921199996,2541.8432528799995
6571552,919.54352114,993.07958475,900,919.54352114,3972.318339,4891.86186014,1839.08704228,2979.23875425,4818.32579653,2758.6305634200003,1986.1591695,4744.7897329200005,3678.17408456,993.07958475,4671.25366931,3898.78227539,3825.24621178,3751.71014817
3213490,749.45402217,987.92689536,901,749.45402217,3951.70758144,4701.16160361,1498.90804434,2963.78068608,4462.68873042,2248.36206651,1975.85379072,4224.21585723,2997.81608868,987.92689536,3985.74298404,3713.23470825,3474.76183506,3236.28896187
2478058,721.43498903,965.82455967,902,721.43498903,3863.29823868,4584.7332277099995,1442.86997806,2897.47367901,4340.34365707,2164.30496709,1931.64911934,4095.9540864299997,2885.73995612,965.82455967,3851.56451579,3618.90866804,3374.5190973999997,3130.12952676
1994750,704.75236676,977.61429757,903,704.75236676,3910.45719028,4615.20955704,1409.50473352,2932.84289271,4342.34762623,2114.25710028,1955.22859514,4069.48569542,2819.00946704,977.61429757,3796.62376461,3637.5952594699997,3364.7333286599996,3091.87139785
434502,582.28640541,799.44742898,904,582.28640541,3197.78971592,3780.07612133,1164.57281082,2398.34228694,3562.91509776,1746.8592162300001,1598.89485796,3345.75407419,2329.14562164,799.44742898,3128.59305062,2980.62869235,2763.46766878,2546.30664521
7122533,1015.60574947,1065.62485128,905,1015.60574947,4262.49940512,5278.10515459,2031.21149894,3196.87455384,5228.08605278,3046.81724841,2131.24970256,5178.06695097,4062.42299788,1065.62485128,5128.04784916,4212.48030331,4162.4612015,4112.44209969
3943515,775.86457618,1263.76503339,906,775.86457618,5055.06013356,5830.92470974,1551.72915236,3791.2951001700003,5343.02425253,2327.59372854,2527.53006678,4855.12379532,3103.45830472,1263.76503339,4367.2233381099995,4567.15967635,4079.25921914,3591.35876193
1356881,673.08227134,935.22361234,907,673.08227134,3740.89444936,4413.9767207,1346.16454268,2805.6708370200004,4151.8353797,2019.24681402,1870.44722468,3889.6940387000004,2692.32908536,935.22361234,3627.5526977,3478.7531083600006,3216.61176736,2954.47042636
