,m/z A,m/z B,Ranking,comp_1_m/z A,comp_4_m/z B,1*m/z A + 4*m/z B,comp_2_m/z A,comp_3_m/z B,2*m/z A + 3*m/z B,comp_3_m/z A,comp_2_m/z B,3*m/z A + 2*m/z B,comp_4_m/z A,comp_1_m/z B,4*m/z A + 1*m/z B,1*m/z A + 3*m/z B,2*m/z A + 2*m/z B,3*m/z A + 1*m/z B
3064157,744.44890078,1014.61406839,451,744.44890078,4058.45627356,4802.9051743400005,1488.89780156,3043.84220517,4532.7400067300005,2233.34670234,2029.22813678,4262.5748391199995,2977.79560312,1014.61406839,3992.4096715100004,3788.29110595,3518.12593834,3247.96077073
2992565,741.95370659,941.56940582,452,741.95370659,3766.27762328,4508.23132987,1483.90741318,2824.70821746,4308.61563064,2225.86111977,1883.13881164,4108.9999314100005,2967.81482636,941.56940582,3909.3842321800003,3566.66192405,3367.04622482,3167.4305255900003
2519345,723.43894818,1085.65087081,453,723.43894818,4342.60348324,5066.04243142,1446.87789636,3256.95261243,4703.83050879,2170.31684454,2171.30174162,4341.618586160001,2893.75579272,1085.65087081,3979.40666353,3980.39156061,3618.17963798,3255.96771535
3967974,776.46587123,812.24069195,454,776.46587123,3248.9627678,4025.4286390300003,1552.93174246,2436.7220758500002,3989.65381831,2329.39761369,1624.4813839,3953.87899759,3105.86348492,812.24069195,3918.1041768699997,3213.1879470800004,3177.41312636,3141.63830564
3390488,755.45888062,815.4721272,455,755.45888062,3261.8885088,4017.34738942,1510.91776124,2446.4163816,3957.33414284,2266.37664186,1630.9442544,3897.32089626,3021.83552248,815.4721272,3837.30764968,3201.87526222,3141.86201564,3081.84876906
6756184,942.23894487,1084.64851673,456,942.23894487,4338.59406692,5280.83301179,1884.47788974,3253.94555019,5138.42343993,2826.7168346099998,2169.29703346,4996.01386807,3768.95577948,1084.64851673,4853.60429621,4196.18449506,4053.7749231999996,3911.3653513399995
2306303,715.17584755,915.54374383,457,715.17584755,3662.17497532,4377.35082287,1430.3516951,2746.63123149,4176.98292659,2145.5275426499998,1831.08748766,3976.61503031,2860.7033902,915.54374383,3776.24713403,3461.80707904,3261.43918276,3061.07128648
4679706,797.73520585,815.4721272,458,797.73520585,3261.8885088,4059.6237146500002,1595.4704117,2446.4163816,4041.8867933,2393.20561755,1630.9442544,4024.1498719500005,3190.9408234,815.4721272,4006.4129506000004,3244.15158745,3226.4146661000004,3208.6777447500003
2071557,706.6213089,741.70294657,459,706.6213089,2966.81178628,3673.4330951800002,1413.2426178,2225.10883971,3638.3514575100003,2119.8639267,1483.40589314,3603.26981984,2826.4852356,741.70294657,3568.18818217,2931.7301486100005,2896.64851094,2861.5668732699996
2729391,731.44450679,915.0399898,460,731.44450679,3660.1599592,4391.60446599,1462.88901358,2745.1199693999997,4208.00898298,2194.33352037,1830.0799796,4024.41349997,2925.77802716,915.0399898,3840.81801696,3476.56447619,3292.96899318,3109.37351017
7164840,1030.28986259,1388.3461129,461,1030.28986259,5553.3844516,6583.67431419,2060.57972518,4165.0383387,6225.61806388,3090.86958777,2776.6922258,5867.561813570001,4121.15945036,1388.3461129,5509.50556326,5195.32820129,4837.27195098,4479.21570067
505971,594.35918134,865.52751102,462,594.35918134,3462.11004408,4056.46922542,1188.71836268,2596.58253306,3785.3008957399998,1783.07754402,1731.05502204,3514.13256606,2377.43672536,865.52751102,3242.96423638,3190.9417144,2919.7733847199997,2648.60505504
2078282,706.82139691,759.45406193,463,706.82139691,3037.81624772,3744.63764463,1413.64279382,2278.36218579,3692.0049796099997,2120.46419073,1518.90812386,3639.3723145900003,2827.28558764,759.45406193,3586.73964957,2985.1835826999995,2932.5509176799997,2879.9182526600002
5534507,831.52215643,883.20078337,464,831.52215643,3532.80313348,4364.32528991,1663.04431286,2649.60235011,4312.64666297,2494.56646929,1766.40156674,4260.96803603,3326.08862572,883.20078337,4209.28940909,3481.12450654,3429.4458796,3377.76725266
6573593,919.79399116,1289.28216434,465,919.79399116,5157.12865736,6076.92264852,1839.58798232,3867.84649302,5707.43447534,2759.38197348,2578.56432868,5337.94630216,3679.17596464,1289.28216434,4968.45812898,4787.6404841799995,4418.152311,4048.66413782
5936128,860.19252861,1031.29272266,466,860.19252861,4125.17089064,4985.363419249999,1720.38505722,3093.87816798,4814.2632252,2580.57758583,2062.58544532,4643.163031149999,3440.77011444,1031.29272266,4472.0628371,3954.07069659,3782.97050254,3611.87030849
2544386,723.94091622,1084.64851673,467,723.94091622,4338.59406692,5062.53498314,1447.88183244,3253.94555019,4701.82738263,2171.82274866,2169.29703346,4341.11978212,2895.76366488,1084.64851673,3980.4121816099996,3977.88646641,3617.1788659,3256.4712653899996
4395304,790.98702833,1206.73679705,468,790.98702833,4826.9471882,5617.9342165299995,1581.97405666,3620.21039115,5202.18444781,2372.96108499,2413.4735941,4786.43467909,3163.94811332,1206.73679705,4370.684910370001,4411.19741948,3995.44765076,3579.69788204
2296769,714.95639853,926.23195165,469,714.95639853,3704.9278066,4419.88420513,1429.91279706,2778.69585495,4208.60865201,2144.86919559,1852.4639033,3997.3330988899997,2859.82559412,926.23195165,3786.05754577,3493.65225348,3282.37670036,3071.10114724
744935,631.39546816,787.9752001,470,631.39546816,3151.9008004,3783.29626856,1262.79093632,2363.9256003,3626.7165366199997,1894.18640448,1575.9504002,3470.13680468,2525.58187264,787.9752001,3313.55707274,2995.32106846,2838.74133652,2682.16160458
5232284,807.51312259,1142.18286612,471,807.51312259,4568.73146448,5376.244587069999,1615.02624518,3426.54859836,5041.57484354,2422.53936777,2284.36573224,4706.90510001,3230.05249036,1142.18286612,4372.23535648,4234.06172095,3899.39197742,3564.72223389
5927345,859.83577558,998.60375317,472,859.83577558,3994.41501268,4854.25078826,1719.67155116,2995.81125951,4715.482810670001,2579.5073267400003,1997.20750634,4576.71483308,3439.34310232,998.60375317,4437.94685549,3855.64703509,3716.8790575000003,3578.11107991
6925322,965.32293663,1072.30872879,473,965.32293663,4289.23491516,5254.55785179,1930.64587326,3216.9261863700003,5147.57205963,2895.9688098899996,2144.61745758,5040.58626747,3861.29174652,1072.30872879,4933.60047531,4182.2491230000005,4075.26333084,3968.2775386799995
2369948,717.1866347,887.77890972,474,717.1866347,3551.11563888,4268.3022735800005,1434.3732694,2663.33672916,4097.70999856,2151.5599041,1775.55781944,3927.11772354,2868.7465388,887.77890972,3756.5254485200003,3380.52336386,3209.93108884,3039.33881382
5354155,816.49689528,1086.98070891,475,816.49689528,4347.92283564,5164.41973092,1632.99379056,3260.94212673,4893.93591729,2449.49068584,2173.96141782,4623.45210366,3265.98758112,1086.98070891,4352.9682900299995,4077.43902201,3806.95520838,3536.47139475
4779638,798.73813392,815.4721272,476,798.73813392,3261.8885088,4060.6266427200003,1597.47626784,2446.4163816,4043.8926494400002,2396.21440176,1630.9442544,4027.1586561599997,3194.95253568,815.4721272,4010.42466288,3245.15451552,3228.42052224,3211.68652896
6608623,923.31034943,1298.79241607,477,923.31034943,5195.16966428,6118.48001371,1846.62069886,3896.37724821,5742.99794707,2769.93104829,2597.58483214,5367.51588043,3693.24139772,1298.79241607,4992.03381379,4819.68759764,4444.205531,4068.72346436
1304237,670.38629713,898.51715854,478,670.38629713,3594.06863416,4264.45493129,1340.77259426,2695.55147562,4036.32406988,2011.15889139,1797.03431708,3808.19320847,2681.54518852,898.51715854,3580.06234706,3365.93777275,3137.8069113399997,2909.67604993
2061263,706.42332488,1255.75938378,479,706.42332488,5023.03753512,5729.46086,1412.84664976,3767.27815134,5180.1248011,2119.26997464,2511.51876756,4630.7887422,2825.69329952,1255.75938378,4081.4526833,4473.70147622,3924.3654173200002,3375.02935842
746162,631.39546816,923.56100245,480,631.39546816,3694.2440098,4325.6394779600005,1262.79093632,2770.68300735,4033.47394367,1894.18640448,1847.1220049,3741.30840938,2525.58187264,923.56100245,3449.14287509,3402.07847551,3109.91294122,2817.74740693
638326,613.36432778,773.72012202,481,613.36432778,3094.88048808,3708.24481586,1226.72865556,2321.16036606,3547.8890216199998,1840.09298334,1547.44024404,3387.53322738,2453.45731112,773.72012202,3227.17743314,2934.52469384,2774.1688996000003,2613.81310536
6540408,915.54374383,1208.20360316,482,915.54374383,4832.81441264,5748.35815647,1831.08748766,3624.61080948,5455.69829714,2746.63123149,2416.40720632,5163.038437810001,3662.17497532,1208.20360316,4870.37857848,4540.15455331,4247.49469398,3954.83483465
5333503,815.4721272,1020.95170587,483,815.4721272,4083.80682348,4899.27895068,1630.9442544,3062.85511761,4693.79937201,2446.4163816,2041.90341174,4488.31979334,3261.8885088,1020.95170587,4282.84021467,3878.32724481,3672.84766614,3467.36808747
2818235,734.44646402,966.07534469,484,734.44646402,3864.30137876,4598.74784278,1468.89292804,2898.22603407,4367.11896211,2203.33939206,1932.15068938,4135.49008144,2937.78585608,966.07534469,3903.86120077,3632.67249809,3401.04361742,3169.41473675
706272,627.34482285,987.92689536,485,627.34482285,3951.70758144,4579.05240429,1254.6896457,2963.78068608,4218.47033178,1882.03446855,1975.85379072,3857.88825927,2509.3792914,987.92689536,3497.30618676,3591.1255089300003,3230.54343642,2869.96136391
3896462,773.72012202,801.49538413,486,773.72012202,3205.98153652,3979.70165854,1547.44024404,2404.48615239,3951.92639643,2321.16036606,1602.99076826,3924.15113432,3094.88048808,801.49538413,3896.37587221,3178.20627441,3150.4310123,3122.6557501899997
4516587,794.22702658,974.59106834,487,794.22702658,3898.36427336,4692.59129994,1588.45405316,2923.77320502,4512.227258180001,2382.6810797400003,1949.18213668,4331.863216420001,3176.90810632,974.59106834,4151.49917466,3718.0002316,3537.63618984,3357.27214808
1164709,665.42238076,1265.22419051,488,665.42238076,5060.89676204,5726.3191428,1330.84476152,3795.67257153,5126.51733305,1996.26714228,2530.44838102,4526.715523299999,2661.68952304,1265.22419051,3926.91371355,4461.09495229,3861.29314254,3261.49133279
7122703,1015.60574947,1126.34310691,489,1015.60574947,4505.37242764,5520.97817711,2031.21149894,3379.02932073,5410.24081967,3046.81724841,2252.68621382,5299.50346223,4062.42299788,1126.34310691,5188.76610479,4394.6350702,4283.89771276,4173.16035532
3552385,761.45455808,1085.65087081,490,761.45455808,4342.60348324,5104.0580413200005,1522.90911616,3256.95261243,4779.86172859,2284.36367424,2171.30174162,4455.6654158599995,3045.81823232,1085.65087081,4131.46910313,4018.40717051,3694.21085778,3370.01454505
326534,559.36077567,914.56037376,491,559.36077567,3658.24149504,4217.60227071,1118.72155134,2743.68112128,3862.40267262,1678.08232701,1829.12074752,3507.20307453,2237.44310268,914.56037376,3152.0034764399998,3303.0418969499997,2947.8422988599996,2592.64270077
1421355,675.43283152,762.21408314,492,675.43283152,3048.85633256,3724.28916408,1350.86566304,2286.6422494199996,3637.5079124599997,2026.29849456,1524.42816628,3550.72666084,2701.73132608,762.21408314,3463.9454092200003,2962.0750809399997,2875.29382932,2788.5125777000003
7343398,1134.67290555,1225.72391549,493,1134.67290555,4902.89566196,6037.56856751,2269.3458111,3677.1717464700005,5946.5175575700005,3404.01871665,2451.44783098,5855.46654763,4538.6916222,1225.72391549,5764.41553769,4811.8446520200005,4720.79364208,4629.74263214
627003,612.37420871,748.45163909,494,612.37420871,2993.80655636,3606.18076507,1224.74841742,2245.35491727,3470.10333469,1837.1226261299998,1496.90327818,3334.0259043099995,2449.49683484,748.45163909,3197.9484739299996,2857.72912598,2721.6516955999996,2585.5742652199997
4780790,798.73813392,986.58427425,495,798.73813392,3946.337097,4745.07523092,1597.47626784,2959.75282275,4557.22909059,2396.21440176,1973.1685485,4369.38295026,3194.95253568,986.58427425,4181.53680993,3758.4909566700003,3570.64481634,3382.79867601
7045234,991.59523963,1126.34310691,496,991.59523963,4505.37242764,5496.96766727,1983.19047926,3379.02932073,5362.21979999,2974.78571889,2252.68621382,5227.47193271,3966.38095852,1126.34310691,5092.72406543,4370.62456036,4235.87669308,4101.1288258
7189580,1042.13804949,1184.72177837,497,1042.13804949,4738.88711348,5781.02516297,2084.27609898,3554.1653351100003,5638.44143409,3126.41414847,2369.44355674,5495.85770521,4168.55219796,1184.72177837,5353.27397633,4596.3033846,4453.71965572,4311.13592684
1810261,698.67398829,784.47444284,498,698.67398829,3137.89777136,3836.5717596500003,1397.34797658,2353.4233285200003,3750.7713051,2096.02196487,1568.94888568,3664.9708505500003,2794.69595316,784.47444284,3579.170396,3052.0973168100004,2966.29686226,2880.49640771
84642,525.27051007,559.36077567,499,525.27051007,2237.44310268,2762.71361275,1050.54102014,1678.08232701,2728.62334715,1575.81153021,1118.72155134,2694.53308155,2101.08204028,559.36077567,2660.44281595,2203.35283708,2169.2625714799997,2135.17230588
6223198,883.20078337,965.32293663,500,883.20078337,3861.29174652,4744.49252989,1766.40156674,2895.9688098899996,4662.37037663,2649.60235011,1930.64587326,4580.248223369999,3532.80313348,965.32293663,4498.12607011,3779.1695932599996,3697.04744,3614.92528674
5409643,820.24066156,859.16708053,501,820.24066156,3436.66832212,4256.90898368,1640.48132312,2577.50124159,4217.982564710001,2460.72198468,1718.33416106,4179.05614574,3280.96264624,859.16708053,4140.12972677,3397.7419031500003,3358.81548418,3319.88906521
3698408,766.47052946,1022.564013,502,766.47052946,4090.256052,4856.7265814600005,1532.94105892,3067.692039,4600.63309792,2299.41158838,2045.128026,4344.53961438,3065.88211784,1022.564013,4088.44613084,3834.16256846,3578.06908492,3321.97560138
4779538,798.73813392,801.85538116,503,798.73813392,3207.42152464,4006.15965856,1597.47626784,2405.56614348,4003.0424113199997,2396.21440176,1603.71076232,3999.92516408,3194.95253568,801.85538116,3996.80791684,3204.3042774,3201.18703016,3198.06978292
5936428,860.19252861,1133.66962447,504,860.19252861,4534.67849788,5394.87102649,1720.38505722,3401.00887341,5121.39393063,2580.57758583,2267.33924894,4847.91683477,3440.77011444,1133.66962447,4574.4397389099995,4261.20140202,3987.7243061599997,3714.2472103
3564533,761.78880711,798.4457709,505,761.78880711,3193.7830836,3955.57189071,1523.57761422,2395.3373127,3918.9149269199997,2285.36642133,1596.8915418,3882.2579631299996,3047.15522844,798.4457709,3845.60099934,3157.12611981,3120.46915602,3083.8121922299997
4938708,800.15214703,863.26568485,506,800.15214703,3453.0627394,4253.21488643,1600.30429406,2589.7970545499998,4190.10134861,2400.45644109,1726.5313697,4126.98781079,3200.60858812,863.26568485,4063.87427297,3389.9492015799997,3326.83566376,3263.7221259400003
4264800,787.47479607,927.22823873,507,787.47479607,3708.91295492,4496.38775099,1574.94959214,2781.68471619,4356.63430833,2362.42438821,1854.45647746,4216.88086567,3149.89918428,927.22823873,4077.1274230100003,3569.15951226,3429.4060696,3289.65262694
5351420,816.47514528,929.29842988,508,816.47514528,3717.19371952,4533.6688648,1632.95029056,2787.8952896399996,4420.8455802,2449.42543584,1858.59685976,4308.0222956,3265.90058112,929.29842988,4195.199011,3604.3704349199998,3491.5471503199997,3378.7238657199996
3577115,762.12203313,998.93742519,509,762.12203313,3995.74970076,4757.87173389,1524.24406626,2996.81227557,4521.05634183,2286.36609939,1997.87485038,4284.24094977,3048.48813252,998.93742519,4047.42555771,3758.9343087,3522.11891664,3285.3035245799997
3769395,769.21502767,1115.99985512,510,769.21502767,4463.99942048,5233.21444815,1538.43005534,3347.99956536,4886.4296207,2307.6450830100002,2231.99971024,4539.64479325,3076.86011068,1115.99985512,4192.8599658,4117.21459303,3770.42976558,3423.64493813
6191419,881.0164262,891.85658203,511,881.0164262,3567.42632812,4448.44275432,1762.0328524,2675.56974609,4437.60259849,2643.0492786,1783.71316406,4426.76244266,3524.0657048,891.85658203,4415.92228683,3556.58617229,3545.7460164599997,3534.90586063
725337,630.39209208,1275.26911327,512,630.39209208,5101.07645308,5731.46854516,1260.78418416,3825.8073398099996,5086.59152397,1891.1762762399999,2550.53822654,4441.71450278,2521.56836832,1275.26911327,3796.8374815899997,4456.19943189,3811.3224106999996,3166.4453895099996
4939859,800.15214703,1084.64851673,513,800.15214703,4338.59406692,5138.74621395,1600.30429406,3253.94555019,4854.24984425,2400.45644109,2169.29703346,4569.75347455,3200.60858812,1084.64851673,4285.25710485,4054.09769722,3769.6013275200003,3485.10495782
592229,601.37494387,1021.2882299,514,601.37494387,4085.1529196,4686.52786347,1202.74988774,3063.8646897,4266.61457744,1804.12483161,2042.5764598,3846.70129141,2405.49977548,1021.2882299,3426.78800538,3665.23963357,3245.32634754,2825.4130615100003
40069,517.34791846,799.14970896,515,517.34791846,3196.59883584,3713.9467543,1034.69583692,2397.44912688,3432.1449638000004,1552.0437553799998,1598.29941792,3150.3431732999998,2069.39167384,799.14970896,2868.5413828,2914.7970453400003,2632.9952548399997,2351.19346434
3056948,744.19902776,808.73351769,516,744.19902776,3234.93407076,3979.13309852,1488.39805552,2426.20055307,3914.59860859,2232.5970832800003,1617.46703538,3850.0641186600005,2976.79611104,808.73351769,3785.5296287300002,3170.3995808299996,3105.8650909,3041.3306009700004
3159289,748.20096607,775.49002915,517,748.20096607,3101.9601166,3850.1610826700003,1496.40193214,2326.4700874500004,3822.8720195900005,2244.60289821,1550.9800583,3795.5829565100003,2992.80386428,775.49002915,3768.29389343,3074.6710535200004,3047.38199044,3020.0929273600004
4171464,784.07815481,1013.61126831,518,784.07815481,4054.44507324,4838.52322805,1568.15630962,3040.83380493,4608.99011455,2352.23446443,2027.22253662,4379.45700105,3136.31261924,1013.61126831,4149.92388755,3824.91195974,3595.37884624,3365.84573274
6777793,944.60535905,998.26963114,519,944.60535905,3993.07852456,4937.68388361,1889.2107181,2994.80889342,4884.01961152,2833.8160771499997,1996.53926228,4830.35533943,3778.4214362,998.26963114,4776.69106734,3939.41425247,3885.74998038,3832.0857082899997
3802005,770.42060276,1198.72451443,520,770.42060276,4794.89805772,5565.31866048,1540.84120552,3596.17354329,5137.01474881,2311.26180828,2397.44902886,4708.71083714,3081.68241104,1198.72451443,4280.40692547,4366.59414605,3938.2902343799997,3509.98632271
1192333,666.40917983,1004.09267759,521,666.40917983,4016.37071036,4682.77989019,1332.81835966,3012.27803277,4345.09639243,1999.2275394899998,2008.18535518,4007.41289467,2665.63671932,1004.09267759,3669.72939691,3678.6872126000003,3341.0037148399997,3003.3202170799996
1722471,694.42227497,755.79186965,522,694.42227497,3023.1674786,3717.5897535699996,1388.84454994,2267.37560895,3656.2201588899998,2083.2668249099997,1511.5837393,3594.85056421,2777.68909988,755.79186965,3533.48096953,2961.7978839199995,2900.4282892399997,2839.05869456
6559889,917.89107501,1044.62489468,523,917.89107501,4178.49957872,5096.39065373,1835.78215002,3133.87468404,4969.65683406,2753.67322503,2089.24978936,4842.92301439,3671.56430004,1044.62489468,4716.18919472,4051.76575905,3925.03193938,3798.29811971
2899556,738.20034731,916.54758991,524,738.20034731,3666.19035964,4404.39070695,1476.40069462,2749.64276973,4226.04346435,2214.60104193,1833.09517982,4047.6962217500004,2952.80138924,916.54758991,3869.34897915,3487.84311704,3309.49587444,3131.1486318400002
247543,542.8252244,973.92171729,525,542.8252244,3895.68686916,4438.51209356,1085.6504488,2921.76515187,4007.41560067,1628.4756732,1947.84343458,3576.31910778,2171.3008976,973.92171729,3145.22261489,3464.59037627,3033.4938833799997,2602.39739049
41957,517.34791846,1144.68254031,526,517.34791846,4578.73016124,5096.0780797,1034.69583692,3434.0476209299995,4468.74345785,1552.0437553799998,2289.36508062,3841.4088359999996,2069.39167384,1144.68254031,3214.0742141499995,3951.3955393899996,3324.0609175399995,2696.7262956899995
869448,645.39618223,859.50288756,527,645.39618223,3438.01155024,4083.40773247,1290.79236446,2578.50866268,3869.30102714,1936.18854669,1719.00577512,3655.19432181,2581.58472892,859.50288756,3441.08761648,3223.90484491,3009.7981395799998,2795.69143425
4280685,787.72500908,1125.34045384,528,787.72500908,4501.36181536,5289.08682444,1575.45001816,3376.02136152,4951.47137968,2363.17502724,2250.68090768,4613.85593492,3150.90003632,1125.34045384,4276.24049016,4163.7463706,3826.1309258399997,3488.51548108
573901,599.31391471,1076.3152261,529,599.31391471,4305.2609044,4904.57481911,1198.62782942,3228.9456783,4427.57350772,1797.9417441299997,2152.6304522,3950.5721963299998,2397.25565884,1076.3152261,3473.57088494,3828.25959301,3351.25828162,2874.2569702299998
1170880,665.92444779,956.25331294,530,665.92444779,3825.01325176,4490.93769955,1331.84889558,2868.75993882,4200.6088344,1997.77334337,1912.50662588,3910.2799692500002,2663.69779116,956.25331294,3619.9511041,3534.6843866100003,3244.35552146,2954.02665631
1834941,699.38418735,919.0437111,531,699.38418735,3676.1748444,4375.55903175,1398.7683747,2757.1311333,4155.899508,2098.15256205,1838.0874222,3936.23998425,2797.5367494,919.0437111,3716.5804605000003,3456.51532065,3236.8557969000003,3017.1962731500003
571002,599.31391471,673.65962538,532,599.31391471,2694.63850152,3293.95241623,1198.62782942,2020.97887614,3219.6067055599997,1797.9417441299997,1347.31925076,3145.26099489,2397.25565884,673.65962538,3070.9152842199996,2620.29279085,2545.94708018,2471.6013695099996
5457637,825.46047296,862.26614277,533,825.46047296,3449.06457108,4274.52504404,1650.92094592,2586.79842831,4237.71937423,2476.3814188799997,1724.53228554,4200.91370442,3301.84189184,862.26614277,4164.10803461,3412.25890127,3375.45323146,3338.6475616499997
2542147,723.94091622,760.46576101,534,723.94091622,3041.86304404,3765.80396026,1447.88183244,2281.39728303,3729.27911547,2171.82274866,1520.93152202,3692.75427068,2895.76366488,760.46576101,3656.22942589,3005.33819925,2968.81335446,2932.28850967
792113,637.40195162,761.78880711,535,637.40195162,3047.15522844,3684.55718006,1274.80390324,2285.36642133,3560.17032457,1912.2058548599998,1523.57761422,3435.78346908,2549.60780648,761.78880711,3311.39661359,2922.76837295,2798.38151746,2673.99466197
724758,630.39209208,1030.95842364,536,630.39209208,4123.83369456,4754.2257866400005,1260.78418416,3092.8752709200003,4353.65945508,1891.1762762399999,2061.91684728,3953.09312352,2521.56836832,1030.95842364,3552.52679196,3723.2673630000004,3322.7010314400004,2922.13469988
5673540,842.18153824,1275.26911327,537,842.18153824,5101.07645308,5943.25799132,1684.36307648,3825.8073398099996,5510.17041629,2526.54461472,2550.53822654,5077.08284126,3368.72615296,1275.26911327,4643.99526623,4667.98887805,4234.90130302,3801.81372799
3390661,755.45888062,842.18153824,538,755.45888062,3368.72615296,4124.18503358,1510.91776124,2526.54461472,4037.46237596,2266.37664186,1684.36307648,3950.73971834,3021.83552248,842.18153824,3864.01706072,3282.00349534,3195.28083772,3108.5581801
6979428,973.92171729,1173.66890952,539,973.92171729,4694.67563808,5668.59735537,1947.84343458,3521.00672856,5468.8501631399995,2921.76515187,2347.33781904,5269.10297091,3895.68686916,1173.66890952,5069.355778679999,4494.92844585,4295.18125362,4095.43406139
536358,596.35720749,960.24493724,540,596.35720749,3840.97974896,4437.33695645,1192.71441498,2880.73481172,4073.4492266999996,1789.07162247,1920.48987448,3709.56149695,2385.42882996,960.24493724,3345.6737672,3477.0920192099998,3113.20428946,2749.31655971
4748762,798.4457709,1073.31359387,541,798.4457709,4293.25437548,5091.70014638,1596.8915418,3219.94078161,4816.83232341,2395.3373127,2146.62718774,4541.96450044,3193.7830836,1073.31359387,4267.09667747,4018.38655251,3743.51872954,3468.65090657
6724134,937.56145051,998.26963114,542,937.56145051,3993.07852456,4930.63997507,1875.12290102,2994.80889342,4869.93179444,2812.6843515299997,1996.53926228,4809.22361381,3750.24580204,998.26963114,4748.51543318,3932.3703439299998,3871.6621633,3810.9539826699997
1154169,664.40318268,1351.80877311,543,664.40318268,5407.23509244,6071.63827512,1328.80636536,4055.42631933,5384.23268469,1993.2095480399998,2703.61754622,4696.827094259999,2657.61273072,1351.80877311,4009.42150383,4719.8295020099995,4032.42391158,3345.01832115
3089798,744.97425882,862.51654479,544,744.97425882,3450.06617916,4195.04043798,1489.94851764,2587.54963437,4077.49815201,2234.92277646,1725.03308958,3959.95586604,2979.89703528,862.51654479,3842.41358007,3332.5238931900003,3214.98160722,3097.43932125
723619,630.39209208,843.51730034,545,630.39209208,3374.06920136,4004.46129344,1260.78418416,2530.55190102,3791.33608518,1891.1762762399999,1687.03460068,3578.21087692,2521.56836832,843.51730034,3365.08566866,3160.9439931,2947.8187848400003,2734.69357658
4236977,786.98104703,915.56486284,546,786.98104703,3662.25945136,4449.2404983900005,1573.96209406,2746.6945885200003,4320.65668258,2360.94314109,1831.12972568,4192.0728667700005,3147.92418812,915.56486284,4063.48905096,3533.67563555,3405.09181974,3276.50800393
1195202,666.42457583,892.52552908,547,666.42457583,3570.10211632,4236.52669215,1332.84915166,2677.5765872399998,4010.4257388999995,1999.27372749,1785.05105816,3784.32478565,2665.69830332,892.52552908,3558.2238324,3344.0011630699996,3117.90020982,2891.79925657
2703032,730.44140272,1383.34422452,548,730.44140272,5533.37689808,6263.8183008,1460.88280544,4150.032673559999,5610.915478999999,2191.32420816,2766.68844904,4958.0126572,2921.76561088,1383.34422452,4305.1098354000005,4880.474076279999,4227.57125448,3574.66843268
1209983,666.74335686,1004.09267759,549,666.74335686,4016.37071036,4683.11406722,1333.48671372,3012.27803277,4345.76474649,2000.2300705799998,2008.18535518,4008.41542576,2666.97342744,1004.09267759,3671.0661050299996,3679.02138963,3341.6720689,3004.3227481699996
6899622,961.31863333,1006.94284181,550,961.31863333,4027.77136724,4989.0900005700005,1922.63726666,3020.82852543,4943.46579209,2883.95589999,2013.88568362,4897.84158361,3845.27453332,1006.94284181,4852.21737513,3982.14715876,3936.5229502800003,3890.8987418
7331512,1125.67476886,1168.69722114,551,1125.67476886,4674.78888456,5800.46365342,2251.34953772,3506.0916634200003,5757.44120114,3377.0243065800005,2337.39444228,5714.41874886,4502.69907544,1168.69722114,5671.39629658,4631.76643228,4588.74398,4545.72152772
3709105,766.72136648,969.57980196,552,766.72136648,3878.31920784,4645.04057432,1533.44273296,2908.73940588,4442.18213884,2300.16409944,1939.15960392,4239.32370336,3066.88546592,969.57980196,4036.4652678800003,3675.46077236,3472.60233688,3269.7439014
5534420,831.52215643,872.51817855,553,831.52215643,3490.0727142,4321.5948706300005,1663.04431286,2617.55453565,4280.598848510001,2494.56646929,1745.0363571,4239.60282639,3326.08862572,872.51817855,4198.60680427,3449.07669208,3408.08066996,3367.08464784
2873021,737.20714023,1030.95842364,554,737.20714023,4123.83369456,4861.04083479,1474.41428046,3092.8752709200003,4567.28955138,2211.6214206900004,2061.91684728,4273.538267970001,2948.82856092,1030.95842364,3979.7869845600003,3830.0824111500006,3536.3311277400003,3242.5798443300005
7067406,997.60113709,1010.93587211,555,997.60113709,4043.74348844,5041.34462553,1995.20227418,3032.80761633,5028.00989051,2992.8034112699997,2021.87174422,5014.67515549,3990.40454836,1010.93587211,5001.34042047,4030.4087534200003,4017.0740183999997,4003.7392833799995
6461902,907.79039224,965.07264461,556,907.79039224,3860.29057844,4768.08097068,1815.58078448,2895.21793383,4710.79871831,2723.3711767199998,1930.14528922,4653.51646594,3631.16156896,965.07264461,4596.23421357,3803.0083260700003,3745.7260736999997,3688.44382133
6753434,941.56940582,970.08117199,557,941.56940582,3880.32468796,4821.89409378,1883.13881164,2910.24351597,4793.38232761,2824.70821746,1940.16234398,4764.8705614400005,3766.27762328,970.08117199,4736.35879527,3851.81292179,3823.30115562,3794.7893894500003
380706,567.28667327,652.34067176,558,567.28667327,2609.36268704,3176.64936031,1134.57334654,1957.0220152799998,3091.59536182,1701.8600198100003,1304.68134352,3006.5413633300004,2269.14669308,652.34067176,2921.4873648400003,2524.3086885499997,2439.25469006,2354.2006915700003
740939,631.38741016,755.2083826,559,631.38741016,3020.8335304,3652.22094056,1262.77482032,2265.6251478000004,3528.3999681200003,1894.1622304799998,1510.4167652,3404.57899568,2525.54964064,755.2083826,3280.7580232399996,2897.0125579600003,2773.19158552,2649.37061308
