m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
311.64642999999995	867.9405800000001	44418.664	38538.414	367.7958	35	11739.97168	373738.65625	311.646447	868.44208	2.0	4.0	ffc_line
311.64642999999995	867.9405800000001	12575.733	10928.268	187.6176	896	3351.667969	389969.78125	312.14817	868.191431	2.0	4.0	ffc_line
614.92426	1200.52278	5580.7302	5074.9805	179.73597	1294	10775.836914	17897.632813	615.726158	1200.522782	5.0	1.0	ffc_line
694.5536400000001	802.37738	464760.99	160379.21	241.14309	155	383602.03125	596823.0625	695.355787	802.377346	5.0	1.0	ffc_line
600.7169600000001	1271.56188	32530.895	25311.332	217.87894	265	74404.382813	64801.128906	601.5189	1271.561877	5.0	1.0	ffc_line
397.19728	829.421605	86451.822	62410.72	232.29414	190	29745.46875	769683.4375	397.197266	829.923119	2.0	4.0	ffc_line
519.23293	768.4038800000001	61210.185	40648.051	197.71007	577	22440.0625	610188.125	519.734242	768.654718	2.0	4.0	ffc_line
461.71903	797.1609050000001	294088.07	116965.06	216.63541	278	73156.234375	1372191.25	461.719041	797.662361	2.0	4.0	ffc_line
519.23293	768.4038800000001	73522.311	43456.381	170.71105	1940	47427.417969	526688.6875	519.232944	768.905424	2.0	4.0	ffc_line
320.15977999999996	867.9405800000001	19381.562	15251.415	201.2428	493	5802.812012	373738.65625	320.159758	868.44208	2.0	4.0	ffc_line
262.12802999999997	896.4512550000001	4591.3613	4241.5043	185.52557	982	2672.608643	58404.539063	263.138131	896.952927	2.0	4.0	ffc_line
636.28358	743.39058	16171.356	13298.465	171.85124	1841	227665.953125	8773.261719	636.785183	743.641409	2.0	4.0	ffc_line
622.28628	750.64463	649081.16	219942.11	256.13645	111	128867.148438	2603333.25	622.286273	750.895465	2.0	4.0	ffc_line
529.25368	797.1609050000001	97861.248	50113.948	182.08699	1159	32215.164063	847650.875	529.755141	797.161047	2.0	4.0	ffc_line
461.71903	829.421605	72110.507	44016.123	184.50047	1040	23504.154297	843403.25	461.210861	829.672436	2.0	4.0	ffc_line
384.17323	867.9405800000001	49176.912	35621.629	208.03376	367	26746.464844	389969.78125	384.173199	868.191431	2.0	4.0	ffc_line
614.92426	1200.52278	22529.572	20569.245	369.01125	33	52151.070313	17897.632813	615.124935	1200.522782	5.0	1.0	ffc_line
600.7169600000001	1271.56188	66387.549	52593.73	306.22692	63	253103.984375	33154.175781	600.717014	1272.563667	5.0	1.0	ffc_line
694.5536400000001	802.37738	1562098.1	486197.38	404.31566	16	1269036.5	596823.0625	694.754303	802.377346	5.0	1.0	ffc_line
614.92426	1200.52278	8230.0891	7735.2248	243.60044	144	32565.869141	11470.922852	614.92451	1201.526429	5.0	1.0	ffc_line
694.5536400000001	802.37738	331728.4	112503.56	194.23206	661	635605.0	239647.40625	694.553748	803.3807	5.0	1.0	ffc_line
600.7169600000001	1271.56188	139817.12	102217.08	392.79985	22	437868.0625	64801.128906	600.917622	1271.561877	5.0	1.0	ffc_line
684.80998	726.3810550000001	2742.2637	2692.6894	173.76938	1671	2699.368652	16189.495117	685.311283	727.383337	2.0	4.0	ffc_line
543.25113	797.1609050000001	107171.22	71114.253	238.1776	164	378279.9375	74753.664063	543.251153	798.414007	2.0	4.0	ffc_line
614.92426	1183.49648	13139.155	11848.909	215.09036	290	23419.859375	33736.050781	615.525632	1183.496496	5.0	1.0	ffc_line
600.7169600000001	1254.53458	35219.404	31853.434	313.47127	58	199236.609375	17976.044922	601.318534	1254.534623	5.0	1.0	ffc_line
630.3272133333334	764.1523800000001	1259.349	1256.3706	172.74196	1753	3083.949707	3660.960693	630.327218	764.155274	3.0	3.0	ffc_line
262.12802999999997	896.4512550000001	4756.6793	4461.6148	192.00169	735	2672.608643	54843.476563	263.138131	896.702145	2.0	4.0	ffc_line
368.68658	843.677105	61538.733	42172.299	240.56767	158	19410.894531	667409.875	368.686559	843.927949	2.0	4.0	ffc_line
461.71903	797.1609050000001	305008.94	115375.71	197.82464	571	73156.234375	1563432.25	461.719041	797.411735	2.0	4.0	ffc_line
554.7516800000001	750.64463	324078.4	127532.96	218.89376	256	48410.542969	2603333.25	554.751657	750.895465	2.0	4.0	ffc_line
368.68658	843.677105	16139.504	13666.142	178.8144	1344	5940.108398	335205.1875	369.188015	843.677297	2.0	4.0	ffc_line
397.19728	829.421605	36565.611	29430.984	262.86706	100	11276.644531	436863.03125	397.699028	829.42181	2.0	4.0	ffc_line
622.28628	750.64463	50662.416	39036.944	199.23414	544	128867.148438	102846.0	622.286273	751.897626	2.0	4.0	ffc_line
233.12968	802.80402	284673.66	156733.83	384.16555	27	226995.015625	480760.4375	233.129712	803.405836	1.0	5.0	ffc_line
233.12968	799.4006400000001	13554.883	9513.3222	174.50729	1614	226995.015625	8010.83252	233.129712	800.603601	1.0	5.0	ffc_line
694.8576800000001	785.3976200000001	12736.145	12206.159	176.4872	1479	13260.975586	20897.609375	694.857719	785.397444	1.0	5.0	ffc_line
543.2511800000001	682.94442	8095.8638	7914.6219	212.93365	308	53937.898438	6821.384277	544.254023	683.145636	1.0	5.0	ffc_line
388.68413	829.421605	25829.567	21737.631	272.32643	86	10541.140625	202694.125	389.185734	830.424236	2.0	4.0	ffc_line
705.52736	923.45248	4846.2206	4712.8929	178.9217	1338	37356.71875	3131.383057	705.527353	922.437531	5.0	1.0	ffc_line
470.21628	816.2114200000001	5044.0479	4931.8143	173.95062	1659	15485.668945	8030.802246	471.219288	816.612624	1.0	5.0	ffc_line
