m/z A	m/z B	Covariance	Partial Cov.	Score	Ranking	intensity A	intensity B	mz_A_original	mz_B_original	charge_A	charge_B	deconv_method
697.88151698	957.88743933	14743.46	14807.26	143.47624	118	1350.374634	2134.980957	697.88151698	958.55585433		3.0	topfd
844.97516338	860.15963140	17318.75	16849.467	143.21388	119	6207.956543	1824.911377	844.97516338	860.16020336		3.0	topfd
816.07093233	860.15963140	63013.089	61415.446	143.1598	120	17459.333984	5177.186523	816.2729843	860.49392473	5.0	3.0	topfd
793.46953082	825.72974762	163909.3	139471.5	143.14888	121	35713.785156	17933.158203	793.7201471	826.48278172	4.0	4.0	topfd
842.48118284	968.52197847	19617.073	18970.899	142.65237	122	36868.410156	683.051758	842.88230004	968.52197847	5.0		topfd
240.13524639	733.17322668	10490.86	10206.352	142.61585	123	728.599854	12765.512695	240.13524639	733.17336143		4.0	topfd
838.42374206	876.90481707	66186.201	56801.958	142.58413	124	665.974548	304304.9375	838.42374206	876.90481707			topfd
819.27730229	1095.54935344	44133.317	40986.716	142.52717	125	102007.257813	855.909668	819.87829033	1097.55675268	5.0	1.0	topfd
526.30406022	761.44796328	31784.594	31140.394	142.06265	126	1948.601685	16160.09375	526.30406022	762.19811987		4.0	topfd
733.17322668	772.94141788	13937.201	13931.977	141.99755	127	8406.943359	720.025024	733.92391527	772.94141788	4.0		topfd
596.84307206	846.87757216	48911.577	46483.55	141.94864	128	7653.060547	12627.505859	596.84307206	847.68010241	2.0	5.0	topfd
837.08194356	977.89879095	101225.26	95080.212	141.79954	129	18665.839844	10155.004883	837.08194356	977.89879095			topfd
733.17322668	876.70422285	218367.35	173356.41	141.70542	130	2481.48877	255958.9375	734.42848983	876.70422285	4.0		topfd
790.46486446	793.46953082	190004.73	169397.41	141.16851	131	17945.982422	35713.785156	790.46486446	793.7201471	2.0	4.0	topfd
666.88946335	978.89461310	25543.01	24527.884	141.07367	132	1331.745361	17221.048828	666.88946335	978.89600306		3.0	topfd
227.17510390	761.44796328	37872.982	34545.126	140.78538	133	4079.323975	34181.722656	228.17810002	761.69623331	1.0	4.0	topfd
819.27730229	876.90481707	215495.24	168043.64	140.55516	134	2262.437012	304304.9375	820.68037723	876.90481707	5.0		topfd
730.75430673	1009.24860036	145785.85	128139.6	140.19485	135	49856.199219	7197.477051	730.75430673	1009.58289836		3.0	topfd
579.33645349	873.50025526	24921.077	23889.331	139.94704	136	839.515747	64639.6875	579.33645349	873.50025526		2.0	topfd
227.17510390	873.50025526	230385.35	151189.65	139.92274	137	48250.851563	64639.6875	227.1751039	873.50025526	1.0	2.0	topfd
666.37280077	844.07023937	30950.353	32439.386	139.86507	138	52013.984375	825.42334	666.87455833	844.07023937	2.0		topfd
666.37280077	1004.07736954	39615.456	34569.9	139.8551	139	75390.40625	790.259705	666.37280077	1004.82934904	2.0	4.0	topfd
628.3730613	666.37280077	13394.409	13091.834	139.7668	140	393.858276	75390.40625	628.3730613	666.37280077		2.0	topfd
227.17510390	952.55013928	23414.691	20543.181	139.63831	141	48250.851563	1728.588257	227.1751039	953.21643136	1.0	3.0	topfd
843.47362471	850.48247576	139977.13	148966.67	139.60346	142	1780.373169	124575.515625	843.47362471	851.08412621		5.0	topfd
836.88240734	1014.92583300	67157.363	63932.044	139.48791	143	23588.763672	4001.107666	836.88240734	1015.58994207		3.0	topfd
731.0893121	786.96604355	52428.907	47004.665	139.48739	144	50027.304688	774.233032	731.0893121	786.96604355			topfd
733.17322668	942.87986181	26990.787	26859.416	139.39551	145	12765.512695	1036.941772	733.17336143	942.87986181	4.0		topfd
790.06320701	819.27730229	99686.705	91615.922	139.36622	146	5199.443848	29685.699219	790.06320701	819.47794789		5.0	topfd
199.18030961	880.26384282	133722.47	88720.55	139.34224	147	255187.1875	6441.158203	199.18030961	880.26384282			topfd
825.94731312	850.48247576	66376.238	55004.124	139.31237	148	1131.344116	159148.578125	825.94731312	850.88354199		5.0	topfd
473.26945595	751.38308778	2503.203	2497.1621	139.30186	149	455.492432	2963.515625	473.26945595	751.38308778		1.0	topfd
200.18367373	589.30546264	5747.572	5387.6474	139.23968	150	25352.552734	467.571594	200.18367373	589.30546264			topfd
817.44532162	819.27730229	49976.051	44469.861	139.08614	151	716.266479	102007.257813	817.44532162	819.87829033		5.0	topfd
834.67830688	877.10505529	138131.53	116267.86	139.03273	152	1589.180542	261615.296875	834.67830688	877.10505529			topfd
227.17510390	935.89016899	6959.8841	6206.8862	139.01346	153	48250.851563	402.278137	227.1751039	935.89016899	1.0		topfd
725.41237675	957.88743933	16543.907	16228.079	138.93365	154	8036.48584	2134.980957	725.91260031	958.55585433	2.0	3.0	topfd
799.97483709	819.27730229	64729.844	60308.53	138.54355	155	1145.366699	91452.34375	800.97495321	819.67750211	2.0	5.0	topfd
200.18367373	846.87757216	63306.434	57230.663	138.45772	156	25352.552734	13527.614258	200.18367373	847.27868896		5.0	topfd
819.27730229	975.56720134	42672.48	40831.79	138.44219	157	78915.429688	510.587677	820.07958556	975.56720134	5.0		topfd
623.28835062	915.52922061	10408.853	10181.248	138.11551	158	1584.895508	3188.119629	623.28835062	916.19415998		3.0	topfd
612.83661693	876.90481707	143330.42	101031.08	138.08954	159	1287.742432	304304.9375	612.83661693	876.90481707			topfd
816.07093233	864.50452221	43739.781	43321.715	138.08887	160	8382.404297	1656.349365	816.87493398	864.50452221	5.0		topfd
231.09738629	816.07093233	16032.787	15151.759	137.98961	161	1314.116333	15916.949219	231.09738629	816.47204653		5.0	topfd
730.92960792	1096.57175558	13303.846	12781.181	137.87606	162	7773.205566	725.17041	730.92960792	1096.57175558			topfd
873.90138971	882.99396888	33714.031	31861.277	137.83155	163	30459.568359	1201.598022	873.90138971	882.99396888			topfd
399.22223319	854.48838902	66717.982	45898.739	137.80385	164	564.033936	627968.0	400.22601531	854.48838902	1.0		topfd
876.90481707	883.49748744	53053.324	44080.936	137.79131	165	304304.9375	492.943146	876.90481707	883.49748744			topfd
666.37280077	978.89461310	174955.48	115182.7	137.78994	166	75390.40625	17221.048828	666.37280077	978.89600306	2.0	3.0	topfd
227.17510390	816.07093233	72404.139	64680.196	137.43667	167	48250.851563	9503.992188	227.1751039	816.07360908	1.0	5.0	topfd
850.48247576	855.29340294	133716.29	121006.7	137.03181	168	69728.8125	4187.687988	851.28398443	855.69433036	5.0	5.0	topfd
830.27388695	850.48247576	62187.625	60079.833	136.99742	169	2040.917236	23523.121094	830.27388695	851.48497466		5.0	topfd
772.95155389	819.27730229	57430.972	52517.748	136.98313	170	2177.497803	47489.140625	772.95155389	820.27972278		5.0	topfd
778.65796026	854.88939646	69415.571	65056.949	136.87591	171	1050.247314	139305.375	778.65796026	854.88939646			topfd
666.37280077	973.55426409	42253.438	40432.715	136.80305	172	14901.019531	5306.762207	667.37377089	973.55426409	2.0		topfd
662.36241629	730.75430673	25083.119	23853.657	136.73935	173	470.40921	49856.199219	662.36241629	730.75430673			topfd
854.28765079	1036.58681310	135148.75	118989.42	136.72765	174	765626.4375	1057.878296	854.28765079	1036.59041154		2.0	topfd
668.86861656	977.89879095	41692.203	39071.58	136.63342	175	11093.170898	10155.004883	668.86861656	977.89879095			topfd
919.78397580	978.89461310	44582.567	42570.523	136.62316	176	2998.571777	17221.048828	920.28535755	978.89600306	4.0	3.0	topfd
854.01067848	876.70422285	85405.665	77001.315	136.6168	177	483.912476	255958.9375	854.01067848	876.70422285			topfd
838.48646844	877.10505529	301968.95	217236.67	136.56549	178	6371.824219	261615.296875	838.73674241	877.10505529	4.0		topfd
200.18367373	819.27730229	91867.446	75340.779	136.56328	179	25352.552734	29685.699219	200.18367373	819.47794789		5.0	topfd
819.27730229	939.02953550	78205.651	66286.554	136.49608	181	78915.429688	2878.160889	820.07958556	939.53437707	5.0	2.0	topfd
657.18064552	1192.67649399	5234.8476	5114.4197	136.43088	182	1467.001343	1696.10022	657.78319017	1192.67649399	5.0	1.0	topfd
730.23006114	842.48118284	39762.308	39166.965	136.40312	183	579.235596	39385.171875	730.23006114	842.68241382		5.0	topfd
853.88668234	923.79496048	72242.109	60051.348	136.23011	184	201831.375	396.144287	853.88668234	923.79496048			topfd
655.13670721	866.51195845	23522.17	22948.59	136.18917	185	18505.033203	726.108093	655.13670721	866.51195845			topfd
909.84915093	1337.74001012	7321.3468	7298.4852	136.1069	186	3478.527832	452.488617	910.18345026	1337.74001012	3.0		topfd
666.37280077	1011.24860022	25695.789	25271.382	135.93892	187	14901.019531	2156.853516	667.37377089	1011.24860022	2.0		topfd
733.17322668	772.95155389	30501.42	28554.806	135.75023	188	18847.8125	2177.497803	733.67511199	772.95155389	4.0		topfd
661.36290417	666.37280077	30365.703	28411.866	135.61416	189	3476.739258	14901.019531	661.36290417	667.37377089		2.0	topfd
850.48247576	879.30313275	166316.61	148725.32	135.56272	190	66331.054688	5522.258301	850.48319754	879.30313275	5.0		topfd
655.38777549	939.02953550	25592.219	24774.76	135.50702	191	8928.552734	2878.160889	655.38777549	939.53437707		2.0	topfd
730.75430673	842.48118284	357086.27	300375.83	135.42661	192	49856.199219	31097.646484	730.75430673	843.08469027		5.0	topfd
668.86861656	873.50025526	28656.911	28301.152	135.37726	193	11093.170898	2610.42749	668.86861656	875.4995405		2.0	topfd
787.06120566	940.04155563	25594.238	24757.751	135.34445	194	6306.273438	1156.39978	787.06120566	940.04155563			topfd
733.17322668	816.07093233	123318.89	113494.99	135.32052	195	12765.512695	17036.484375	733.17336143	816.67440175	4.0	5.0	topfd
819.27730229	835.87365221	85130.02	81671.873	135.29657	196	29685.699219	2183.20459	819.47794789	835.87365221	5.0		topfd
666.37280077	978.89461310	66116.783	57900.522	135.14785	197	75390.40625	4117.45166	666.37280077	980.22890955	2.0	3.0	topfd
757.24537833	873.50025526	32011.323	29597.793	135.14106	198	770.575073	64639.6875	757.24537833	873.50025526		2.0	topfd
