,m/z A,m/z B,Ranking,comp_1_m/z A,comp_5_m/z B,1*m/z A + 5*m/z B,comp_2_m/z A,comp_4_m/z B,2*m/z A + 4*m/z B,comp_3_m/z A,comp_3_m/z B,3*m/z A + 3*m/z B,comp_4_m/z A,comp_2_m/z B,4*m/z A + 2*m/z B,comp_5_m/z A,comp_1_m/z B,5*m/z A + 1*m/z B,1*m/z A + 4*m/z B,2*m/z A + 3*m/z B,3*m/z A + 2*m/z B,4*m/z A + 1*m/z B
75668,821.230605,958.89110839,276,821.230605,4794.45554195,5615.68614695,1642.46121,3835.56443356,5478.02564356,2463.691815,2876.6733251699998,5340.36514017,3284.92242,1917.78221678,5202.704636779999,4106.153025,958.89110839,5065.04413339,4656.79503856,4519.13453517,4381.474031780001,4243.81352839
60295,841.48959603,862.10989707,277,841.48959603,4310.54948535,5152.03908138,1682.97919206,3448.43958828,5131.41878034,2524.46878809,2586.32969121,5110.7984793,3365.95838412,1724.21979414,5090.17817826,4207.44798015,862.10989707,5069.557877220001,4289.92918431,4269.30888327,4248.68858223,4228.068281190001
234526,841.491339,862.10989707,278,841.491339,4310.54948535,5152.040824350001,1682.982678,3448.43958828,5131.42226628,2524.474017,2586.32969121,5110.80370821,3365.965356,1724.21979414,5090.18515014,4207.456695,862.10989707,5069.566592069999,4289.93092728,4269.31236921,4248.6938111399995,4228.07525307
74527,652.362135,897.858176,279,652.362135,4489.29088,5141.653015,1304.72427,3591.432704,4896.1569739999995,1957.086405,2693.574528,4650.660933,2609.44854,1795.716352,4405.164892,3261.8106749999997,897.858176,4159.668850999999,4243.794839,3998.298798,3752.802757,3507.306716
32855,911.539033,915.491309,280,911.539033,4577.456545,5488.995578,1823.078066,3661.965236,5485.043302,2734.617099,2746.473927,5481.091026,3646.156132,1830.982618,5477.13875,4557.695165,915.491309,5473.186474,4573.504269,4569.551993,4565.599717,4561.647441
6040,730.589966,959.892295,281,730.589966,4799.461475,5530.051441,1461.179932,3839.56918,5300.7491119999995,2191.769898,2879.676885,5071.446782999999,2922.359864,1919.78459,4842.144454,3652.94983,959.892295,4612.842125,4570.159146,4340.856817,4111.554488,3882.252159
64270,786.66208203,847.48699003,282,786.66208203,4237.43495015,5024.09703218,1573.32416406,3389.94796012,4963.27212418,2359.98624609,2542.46097009,4902.44721618,3146.64832812,1694.97398006,4841.62230818,3933.31041015,847.48699003,4780.797400179999,4176.61004215,4115.78513415,4054.96022615,3994.13531815
64241,786.66208203,847.68919003,283,786.66208203,4238.44595015,5025.10803218,1573.32416406,3390.75676012,4964.08092418,2359.98624609,2543.06757009,4903.05381618,3146.64832812,1695.37838006,4842.026708179999,3933.31041015,847.68919003,4780.99960018,4177.41884215,4116.39173415,4055.36462615,3994.3375181499996
70852,838.28639503,873.30838507,284,838.28639503,4366.54192535,5204.82832038,1676.57279006,3493.23354028,5169.8063303399995,2514.85918509,2619.92515521,5134.784340300001,3353.14558012,1746.61677014,5099.76235026,4191.43197515,873.30838507,5064.740360219999,4331.51993531,4296.49794527,4261.47595523,4226.4539651899995
11809,711.742474,867.51251903,285,711.742474,4337.562595150001,5049.30506915,1423.484948,3470.05007612,4893.53502412,2135.227422,2602.53755709,4737.7649790899995,2846.969896,1735.02503806,4581.99493406,3558.71237,867.51251903,4426.22488903,4181.79255012,4026.02250509,3870.25246006,3714.48241503
16364,832.882309,834.68003203,286,832.882309,4173.40016015,5006.28246915,1665.764618,3338.72012812,5004.48474612,2498.646927,2504.04009609,5002.68702309,3331.529236,1669.36006406,5000.88930006,4164.411545,834.68003203,4999.09157703,4171.60243712,4169.80471409,4168.00699106,4166.20926803
50079,821.47613,966.525327,287,821.47613,4832.626635,5654.102765,1642.95226,3866.101308,5509.053567999999,2464.42839,2899.575981,5364.004371,3285.90452,1933.050654,5218.955174,4107.38065,966.525327,5073.905977,4687.577438,4542.528241,4397.479044,4252.429847
23201,668.873562,700.411151,288,668.873562,3502.0557550000003,4170.929317,1337.747124,2801.644604,4139.3917280000005,2006.620686,2101.233453,4107.854139,2675.494248,1400.822302,4076.31655,3344.3678099999997,700.411151,4044.778961,3470.518166,3438.980577,3407.442988,3375.905399
6829,842.48611903,849.89931503,289,842.48611903,4249.49657515,5091.98269418,1684.97223806,3399.59726012,5084.569498180001,2527.4583570900004,2549.69794509,5077.15630218,3369.94447612,1699.79863006,5069.74310618,4212.43059515,849.89931503,5062.32991018,4242.08337915,4234.6701831499995,4227.25698715,4219.8437911500005
12326,711.742474,1156.701605,290,711.742474,5783.508025,6495.250499,1423.484948,4626.80642,6050.291368,2135.227422,3470.1048149999997,5605.332237,2846.969896,2313.40321,5160.373106,3558.71237,1156.701605,4715.413975,5338.548894,4893.589763,4448.630632,4003.671501
3708,819.480691,864.89911003,291,819.480691,4324.49555015,5143.97624115,1638.961382,3459.59644012,5098.557822119999,2458.442073,2594.69733009,5053.13940309,3277.922764,1729.79822006,5007.72098406,4097.403455,864.89911003,4962.30256503,4279.07713112,4233.65871209,4188.24029306,4142.82187403
176666,622.859836,828.69179103,292,622.859836,4143.45895515,4766.31879115,1245.719672,3314.76716412,4560.48683612,1868.5795079999998,2486.07537309,4354.65488109,2491.439344,1657.38358206,4148.82292606,3114.29918,828.69179103,3942.99097103,3937.62700012,3731.79504509,3525.9630900599996,3320.1311350299998
848,876.507033,919.286295,293,876.507033,4596.431475,5472.938508,1753.014066,3677.14518,5430.159246,2629.521099,2757.858885,5387.379984,3506.028132,1838.57259,5344.600722,4382.535165,919.286295,5301.82146,4553.652213,4510.872951,4468.093689,4425.314427
270957,596.849358,850.832534,294,596.849358,4254.16267,4851.012028,1193.698716,3403.330136,4597.028852,1790.5480740000003,2552.497602,4343.045676,2387.397432,1701.665068,4089.0625,2984.24679,850.832534,3835.0793240000003,4000.179494,3746.1963180000002,3492.2131420000005,3238.2299660000003
23143,668.873562,743.4574,295,668.873562,3717.2870000000003,4386.160562,1337.747124,2973.8296,4311.5767240000005,2006.620686,2230.3722,4236.992886,2675.494248,1486.9148,4162.4090479999995,3344.3678099999997,743.4574,4087.82521,3642.703162,3568.119324,3493.5354859999998,3418.951648
94182,702.23892019,731.93002419,296,702.23892019,3659.65012095,4361.889041140001,1404.47784038,2927.72009676,4332.19793714,2106.71676057,2195.79007257,4302.50683314,2808.95568076,1463.86004838,4272.81572914,3511.19460095,731.93002419,4243.124625140001,3629.95901695,3600.26791295,3570.57680895,3540.88570495
14421,816.07608403,830.29263503,297,816.07608403,4151.46317515,4967.53925918,1632.15216806,3321.17054012,4953.32270818,2448.22825209,2490.8779050900002,4939.10615718,3264.30433612,1660.58527006,4924.88960618,4080.3804201499997,830.29263503,4910.67305518,4137.246624150001,4123.03007315,4108.81352215,4094.5969711499997
15428,845.28424703,919.286295,298,845.28424703,4596.431475,5441.7157220300005,1690.56849406,3677.14518,5367.71367406,2535.8527410899997,2757.858885,5293.71162609,3381.13698812,1838.57259,5219.70957812,4226.42123515,919.286295,5145.70753015,4522.42942703,4448.42737906,4374.425331089999,4300.42328312
3794,819.480691,866.761803,299,819.480691,4333.809015,5153.289706,1638.961382,3467.047212,5106.008594,2458.442073,2600.285409,5058.727482,3277.922764,1733.523606,5011.44637,4097.403455,866.761803,4964.165258,4286.527903,4239.246791,4191.965679,4144.684567
691,853.890627,993.57899129,300,853.890627,4967.89495645,5821.78558345,1707.781254,3974.31596516,5682.097219159999,2561.671881,2980.73697387,5542.40885487,3415.562508,1987.15798258,5402.72049058,4269.453135,993.57899129,5263.03212629,4828.20659216,4688.5182278699995,4548.82986358,4409.14149929
23142,668.873562,972.323097,301,668.873562,4861.615485,5530.489047,1337.747124,3889.292388,5227.039511999999,2006.620686,2916.969291,4923.589977,2675.494248,1944.646194,4620.140442,3344.3678099999997,972.323097,4316.690907,4558.16595,4254.716415,3951.26688,3647.817345
5995,730.589966,861.89822303,302,730.589966,4309.49111515,5040.08108115,1461.179932,3447.59289212,4908.77282412,2191.769898,2585.6946690900004,4777.464567090001,2922.359864,1723.79644606,4646.15631006,3652.94983,861.89822303,4514.84805303,4178.182858120001,4046.8746010900004,3915.56634406,3784.25808703
11768,711.742474,844.68088303,303,711.742474,4223.40441515,4935.14688915,1423.484948,3378.72353212,4802.20848012,2135.227422,2534.04264909,4669.27007109,2846.969896,1689.36176606,4536.33166206,3558.71237,844.68088303,4403.39325303,4090.46600612,3957.52759709,3824.58918806,3691.65077903
45340,734.93197319,811.07539303,304,734.93197319,4055.3769651499997,4790.30893834,1469.86394638,3244.30157212,4714.1655185,2204.79591957,2433.22617909,4638.02209866,2939.72789276,1622.15078606,4561.87867882,3674.65986595,811.07539303,4485.73525898,3979.23354531,3903.09012547,3826.94670563,3750.80328579
4000,819.480691,913.04084429,305,819.480691,4565.20422145,5384.6849124499995,1638.961382,3652.16337716,5291.12475916,2458.442073,2739.12253287,5197.56460587,3277.922764,1826.08168858,5104.00445258,4097.403455,913.04084429,5010.444299289999,4471.64406816,4378.08391487,4284.52376158,4190.96360829
4534,873.10318503,875.25938929,306,873.10318503,4376.29694645,5249.40013148,1746.20637006,3501.03755716,5247.24392722,2619.30955509,2625.77816787,5245.087722959999,3492.41274012,1750.51877858,5242.931518699999,4365.51592515,875.25938929,5240.775314439999,4374.140742189999,4371.9845379299995,4369.82833367,4367.67212941
17122,790.066669,913.04084429,307,790.066669,4565.20422145,5355.27089045,1580.133338,3652.16337716,5232.2967151600005,2370.2000070000004,2739.12253287,5109.322539870001,3160.266676,1826.08168858,4986.348364580001,3950.333345,913.04084429,4863.37418929,4442.23004616,4319.25587087,4196.281695580001,4073.30752029
92329,286.140129,728.676033,308,286.140129,3643.3801649999996,3929.5202939999995,572.280258,2914.704132,3486.9843899999996,858.420387,2186.028099,3044.4484860000002,1144.560516,1457.352066,2601.912582,1430.700645,728.676033,2159.3766779999996,3200.8442609999997,2758.308357,2315.772453,1873.236549
124260,891.014682,1000.922657,309,891.014682,5004.613284999999,5895.627966999999,1782.029364,4003.690628,5785.719992,2673.044046,3002.7679709999998,5675.812017,3564.058728,2001.845314,5565.904042,4455.07341,1000.922657,5455.996067,4894.705309999999,4784.797334999999,4674.88936,4564.981385
5285,666.376407,1036.59358429,310,666.376407,5182.96792145,5849.34432845,1332.752814,4146.37433716,5479.127151160001,1999.129221,3109.7807528700005,5108.909973870001,2665.505628,2073.18716858,4738.6927965800005,3331.8820349999996,1036.59358429,4368.4756192899995,4812.75074416,4442.533566870001,4072.31638958,3702.0992122899997
5743,666.376407,1036.84490458,311,666.376407,5184.2245229,5850.6009299,1332.752814,4147.37961832,5480.132432320001,1999.129221,3110.5347137400004,5109.6639347400005,2665.505628,2073.68980916,4739.19543716,3331.8820349999996,1036.84490458,4368.726939579999,4813.75602532,4443.28752774,4072.81903016,3702.3505325799997
103009,731.93002419,855.888567,312,731.93002419,4279.442835,5011.37285919,1463.86004838,3423.554268,4887.41431638,2195.79007257,2567.665701,4763.45577357,2927.72009676,1711.777134,4639.49723076,3659.65012095,855.888567,4515.53868795,4155.48429219,4031.52574938,3907.56720657,3783.60866376
1123,876.507033,882.4951,313,876.507033,4412.4755,5288.982532999999,1753.014066,3529.9804,5282.994466,2629.521099,2647.4853,5277.006399,3506.028132,1764.9902,5271.018332,4382.535165,882.4951,5265.030265,4406.487433,4400.499366,4394.511299,4388.523232
29414,725.415372,862.744199,314,725.415372,4313.720995,5039.136367,1450.830744,3450.976796,4901.80754,2176.2461160000003,2588.232597,4764.478713,2901.661488,1725.488398,4627.149886,3627.07686,862.744199,4489.821059,4176.392168,4039.063341,3901.734514,3764.4056870000004
5119,666.376407,711.742474,315,666.376407,3558.71237,4225.088777,1332.752814,2846.969896,4179.72271,1999.129221,2135.227422,4134.356643,2665.505628,1423.484948,4088.990576,3331.8820349999996,711.742474,4043.6245089999998,3513.3463030000003,3467.980236,3422.614169,3377.248102
74561,652.362135,725.084294,316,652.362135,3625.42147,4277.7836050000005,1304.72427,2900.337176,4205.061446,1957.086405,2175.2528819999998,4132.339287,2609.44854,1450.168588,4059.617128,3261.8106749999997,725.084294,3986.894969,3552.699311,3479.9771519999995,3407.254993,3334.5328339999996
100164,812.67257103,830.2805,317,812.67257103,4151.4025,4964.07507103,1625.34514206,3321.122,4946.46714206,2438.01771309,2490.8415,4928.85921309,3250.69028412,1660.561,4911.25128412,4063.3628551499996,830.2805,4893.6433551499995,4133.79457103,4116.18664206,4098.57871309,4080.9707841199997
55275,739.93111619,1092.65538,318,739.93111619,5463.2769,6203.208016189999,1479.86223238,4370.62152,5850.48375238,2219.79334857,3277.9661399999995,5497.75948857,2959.72446476,2185.31076,5145.03522476,3699.65558095,1092.65538,4792.31096095,5110.552636189999,4757.82837238,4405.10410857,4052.37984476
60705,789.215704,816.08085403,319,789.215704,4080.40427015,4869.6199741499995,1578.431408,3264.32341612,4842.75482412,2367.6471119999997,2448.24256209,4815.88967409,3156.862816,1632.16170806,4789.02452406,3946.07852,816.08085403,4762.1593740299995,4053.53912012,4026.67397009,3999.8088200599996,3972.94367003
54892,739.93111619,740.76180219,320,739.93111619,3703.80901095,4443.7401271399995,1479.86223238,2963.04720876,4442.90944114,2219.79334857,2222.2854065700003,4442.078755140001,2959.72446476,1481.52360438,4441.24806914,3699.65558095,740.76180219,4440.41738314,3702.97832495,3702.1476389500003,3701.31695295,3700.48626695
20540,683.068037,718.921486,321,683.068037,3594.60743,4277.675467,1366.136074,2875.685944,4241.822018,2049.204111,2156.7644579999996,4205.968569,2732.272148,1437.842972,4170.11512,3415.340185,718.921486,4134.261671,3558.753981,3522.9005319999997,3487.047083,3451.193634
1880,199.180967,852.98344058,322,199.180967,4264.9172029,4464.0981699,398.361934,3411.93376232,3810.29569632,597.542901,2558.9503217399997,3156.4932227399995,796.723868,1705.96688116,2502.69074916,995.904835,852.98344058,1848.88827558,3611.11472932,2957.3122557399997,2303.50978216,1649.70730858
10176,825.733837,858.29593803,323,825.733837,4291.47969015,5117.21352715,1651.467674,3433.18375212,5084.65142612,2477.201511,2574.88781409,5052.089325090001,3302.935348,1716.59187606,5019.52722406,4128.669185,858.29593803,4986.96512303,4258.91758912,4226.35548809,4193.79338706,4161.23128603
38568,844.479543,954.903844,324,844.479543,4774.51922,5618.9987630000005,1688.959086,3819.615376,5508.5744620000005,2533.438629,2864.7115320000003,5398.1501610000005,3377.918172,1909.807688,5287.7258600000005,4222.397715,954.903844,5177.301559,4664.094919,4553.670618,4443.246317,4332.822016
14287,816.07608403,1077.550164,325,816.07608403,5387.75082,6203.82690403,1632.15216806,4310.200656,5942.35282406,2448.22825209,3232.6504919999998,5680.87874409,3264.30433612,2155.100328,5419.40466412,4080.3804201499997,1077.550164,5157.93058415,5126.27674003,4864.80266006,4603.328580089999,4341.85450012
186242,572.268453,948.30931729,326,572.268453,4741.54658645,5313.81503945,1144.536906,3793.23726916,4937.77417516,1716.805359,2844.92795187,4561.73331087,2289.073812,1896.61863458,4185.69244658,2861.342265,948.30931729,3809.65158229,4365.50572216,3989.46485787,3613.4239935799997,3237.38312929
186178,572.268453,948.059092,327,572.268453,4740.295459999999,5312.563912999999,1144.536906,3792.236368,4936.773274,1716.805359,2844.177276,4560.982635,2289.073812,1896.118184,4185.191996,2861.342265,948.059092,3809.401357,4364.5048209999995,3988.7141819999997,3612.923543,3237.132904
19645,977.235076,993.57899129,328,977.235076,4967.89495645,5945.13003245,1954.470152,3974.31596516,5928.78611716,2931.7052280000003,2980.73697387,5912.442201870001,3908.940304,1987.15798258,5896.09828658,4886.175380000001,993.57899129,5879.754371290001,4951.55104116,4935.20712587,4918.863210580001,4902.51929529
7418,227.175949,718.921486,329,227.175949,3594.60743,3821.783379,454.351898,2875.685944,3330.0378419999997,681.5278470000001,2156.7644579999996,2838.292305,908.703796,1437.842972,2346.546768,1135.879745,718.921486,1854.801231,3102.861893,2611.1163559999995,2119.3708189999998,1627.625282
12954,733.177995,780.793335,330,733.177995,3903.9666749999997,4637.14467,1466.35599,3123.17334,4589.529329999999,2199.533985,2342.380005,4541.91399,2932.71198,1561.58667,4494.29865,3665.889975,780.793335,4446.68331,3856.351335,3808.735995,3761.1206549999997,3713.505315
56252,858.10608707,919.286295,331,858.10608707,4596.431475,5454.537562070001,1716.21217414,3677.14518,5393.35735414,2574.31826121,2757.858885,5332.1771462100005,3432.42434828,1838.57259,5270.99693828,4290.53043535,919.286295,5209.8167303499995,4535.25126707,4474.07105914,4412.89085121,4351.71064328
1740,199.180967,985.090646,332,199.180967,4925.45323,5124.634197,398.361934,3940.362584,4338.724518,597.542901,2955.271938,3552.8148389999997,796.723868,1970.181292,2766.9051600000003,995.904835,985.090646,1980.995481,4139.543551,3353.633872,2567.724193,1781.8145140000001
9557,825.733837,973.224866,333,825.733837,4866.124330000001,5691.858167,1651.467674,3892.899464,5544.367138,2477.201511,2919.674598,5396.876109000001,3302.935348,1946.449732,5249.38508,4128.669185,973.224866,5101.894050999999,4718.633301,4571.142272,4423.651243,4276.1602139999995
7572,227.175949,985.090646,334,227.175949,4925.45323,5152.6291790000005,454.351898,3940.362584,4394.714482,681.5278470000001,2955.271938,3636.799785,908.703796,1970.181292,2878.885088,1135.879745,985.090646,2120.970391,4167.538533,3409.6238359999998,2651.709139,1893.794442
6104,730.589966,1094.967124,335,730.589966,5474.83562,6205.425585999999,1461.179932,4379.868496,5841.048428,2191.769898,3284.9013720000003,5476.671270000001,2922.359864,2189.934248,5112.294112,3652.94983,1094.967124,4747.916954,5110.4584620000005,4746.081304,4381.704146,4017.326988
20489,683.068037,858.10608707,336,683.068037,4290.53043535,4973.59847235,1366.136074,3432.42434828,4798.560422279999,2049.204111,2574.31826121,4623.52237221,2732.272148,1716.21217414,4448.48432214,3415.340185,858.10608707,4273.44627207,4115.49238528,3940.45433521,3765.4162851399997,3590.37823507
45480,734.93197319,985.090646,337,734.93197319,4925.45323,5660.3852031900005,1469.86394638,3940.362584,5410.2265303799995,2204.79591957,2955.271938,5160.06785757,2939.72789276,1970.181292,4909.90918476,3674.65986595,985.090646,4659.75051195,4675.29455719,4425.13588438,4174.97721157,3924.81853876
78935,540.304306,725.084294,338,540.304306,3625.42147,4165.725776,1080.608612,2900.337176,3980.945788,1620.912918,2175.2528819999998,3796.1657999999998,2161.217224,1450.168588,3611.385812,2701.52153,725.084294,3426.605824,3440.641482,3255.8614939999998,3071.081506,2886.301518
97989,844.08426707,864.29973803,339,844.08426707,4321.49869015,5165.58295722,1688.16853414,3457.19895212,5145.36748626,2532.25280121,2592.89921409,5125.1520153,3376.33706828,1728.59947606,5104.93654434,4220.42133535,864.29973803,5084.72107338,4301.28321919,4281.06774823,4260.85227727,4240.63680631
9626,825.733837,866.761803,340,825.733837,4333.809015,5159.542852,1651.467674,3467.047212,5118.514886,2477.201511,2600.285409,5077.48692,3302.935348,1733.523606,5036.458954,4128.669185,866.761803,4995.430988,4292.781049,4251.753083,4210.725117,4169.697151
13286,654.637758,1016.601056,341,654.637758,5083.005279999999,5737.643037999999,1309.275516,4066.404224,5375.67974,1963.913274,3049.803168,5013.716442,2618.551032,2033.202112,4651.753144,3273.1887899999997,1016.601056,4289.789846,4721.041982,4359.078684,3997.115386,3635.152088
17887,847.08189503,853.29298103,342,847.08189503,4266.46490515,5113.54680018,1694.16379006,3413.17192412,5107.33571418,2541.2456850900003,2559.8789430899997,5101.1246281799995,3388.32758012,1706.58596206,5094.91354218,4235.409475150001,853.29298103,5088.702456180001,4260.25381915,4254.04273315,4247.83164715,4241.62056115
67275,284.197281,824.07702803,343,284.197281,4120.38514015,4404.582421149999,568.394562,3296.30811212,3864.7026741199998,852.5918429999999,2472.23108409,3324.82292709,1136.789124,1648.15405606,2784.9431800599996,1420.9864049999999,824.07702803,2245.06343303,3580.50539312,3040.62564609,2500.74589906,1960.8661520299997
8569,761.449142,816.947643,344,761.449142,4084.738215,4846.187357,1522.898284,3267.790572,4790.688856,2284.3474260000003,2450.842929,4735.190355000001,3045.796568,1633.895286,4679.691854000001,3807.24571,816.947643,4624.193353000001,4029.239714,3973.7412130000002,3918.242712,3862.744211
743,876.507033,978.900162,345,876.507033,4894.5008100000005,5771.007843,1753.014066,3915.600648,5668.614714,2629.521099,2936.700486,5566.221585,3506.028132,1957.800324,5463.828456,4382.535165,978.900162,5361.435327,4792.107681,4689.714552,4587.321423,4484.928294
8175,761.449142,866.838995,346,761.449142,4334.194974999999,5095.644117,1522.898284,3467.35598,4990.254264,2284.3474260000003,2600.5169849999997,4884.8644110000005,3045.796568,1733.67799,4779.474558,3807.24571,866.838995,4674.084705,4228.805122,4123.415269,4018.0254160000004,3912.6355630000003
31556,867.90125503,1010.91908439,347,867.90125503,5054.59542195,5922.49667698,1735.80251006,4043.67633756,5779.47884762,2603.70376509,3032.75725317,5636.46101826,3471.60502012,2021.83816878,5493.4431889,4339.50627515,1010.91908439,5350.42535954,4911.57759259,4768.55976323,4625.54193387,4482.52410451
60047,841.48959603,842.09619103,348,841.48959603,4210.48095515,5051.97055118,1682.97919206,3368.38476412,5051.36395618,2524.46878809,2526.2885730899998,5050.75736118,3365.95838412,1684.19238206,5050.150766180001,4207.44798015,842.09619103,5049.54417118,4209.87436015,4209.26776515,4208.6611701500005,4208.05457515
60175,841.48959603,841.69714603,349,841.48959603,4208.48573015,5049.97532618,1682.97919206,3366.78858412,5049.7677761800005,2524.46878809,2525.09143809,5049.5602261799995,3365.95838412,1683.39429206,5049.35267618,4207.44798015,841.69714603,5049.14512618,4208.2781801500005,4208.0706301499995,4207.86308015,4207.65553015
79004,540.304306,1094.967124,350,540.304306,5474.83562,6015.139926,1080.608612,4379.868496,5460.477108,1620.912918,3284.9013720000003,4905.81429,2161.217224,2189.934248,4351.151472,2701.52153,1094.967124,3796.4886539999998,4920.172802,4365.509984,3810.847166,3256.1843479999998
156446,721.08357019,915.53666839,351,721.08357019,4577.68334195,5298.7669121399995,1442.16714038,3662.14667356,5104.31381394,2163.25071057,2746.61000517,4909.86071574,2884.33428076,1831.07333678,4715.4076175400005,3605.4178509500002,915.53666839,4520.95451934,4383.23024375,4188.777145550001,3994.32404735,3799.8709491500003
16142,832.882309,844.68088303,352,832.882309,4223.40441515,5056.28672415,1665.764618,3378.72353212,5044.48815012,2498.646927,2534.04264909,5032.68957609,3331.529236,1689.36176606,5020.89100206,4164.411545,844.68088303,5009.09242803,4211.60584112,4199.80726709,4188.00869306,4176.21011903
5884,730.589966,844.479543,353,730.589966,4222.397715,4952.9876810000005,1461.179932,3377.918172,4839.098104000001,2191.769898,2533.438629,4725.208527000001,2922.359864,1688.959086,4611.31895,3652.94983,844.479543,4497.429373,4108.508138,3994.618561,3880.7289840000003,3766.839407
107113,634.979443,832.005164,354,634.979443,4160.02582,4795.005263,1269.958886,3328.020656,4597.979542,1904.9383289999998,2496.015492,4400.953821,2539.917772,1664.010328,4203.9281,3174.897215,832.005164,4006.902379,3963.000099,3765.974378,3568.948657,3371.922936
4079,819.480691,841.49504303,355,819.480691,4207.47521515,5026.9559061499995,1638.961382,3365.98017212,5004.94155412,2458.442073,2524.48512909,4982.927202090001,3277.922764,1682.99008606,4960.91285006,4097.403455,841.49504303,4938.898498029999,4185.46086312,4163.44651109,4141.43215906,4119.41780703
4042,819.480691,841.69714603,356,819.480691,4208.48573015,5027.966421149999,1638.961382,3366.78858412,5005.74996612,2458.442073,2525.09143809,4983.53351109,3277.922764,1683.39429206,4961.31705606,4097.403455,841.69714603,4939.10060103,4186.26927512,4164.05282009,4141.83636506,4119.61991003
30879,857.757184,864.30703403,357,857.757184,4321.535170149999,5179.2923541499995,1715.514368,3457.22813612,5172.74250412,2573.271552,2592.9211020899997,5166.19265409,3431.028736,1728.61406806,5159.64280406,4288.78592,864.30703403,5153.09295403,4314.98532012,4308.43547009,4301.88562006,4295.33577003
30790,857.757184,864.10641803,358,857.757184,4320.53209015,5178.28927415,1715.514368,3456.42567212,5171.94004012,2573.271552,2592.31925409,5165.59080609,3431.028736,1728.21283606,5159.24157206,4288.78592,864.10641803,5152.89233803,4314.18285612,4307.83362209,4301.48438806,4295.13515403
4081,819.480691,1077.550164,359,819.480691,5387.75082,6207.231511,1638.961382,4310.200656,5949.162038,2458.442073,3232.6504919999998,5691.092565,3277.922764,2155.100328,5433.023091999999,4097.403455,1077.550164,5174.953619,5129.681347,4871.611874,4613.542401000001,4355.472928
17028,790.066669,864.30703403,360,790.066669,4321.535170149999,5111.601839149999,1580.133338,3457.22813612,5037.36147412,2370.2000070000004,2592.9211020899997,4963.12110909,3160.266676,1728.61406806,4888.88074406,3950.333345,864.30703403,4814.64037903,4247.29480512,4173.05444009,4098.8140750600005,4024.5737100300003
16939,790.066669,864.10641803,361,790.066669,4320.53209015,5110.59875915,1580.133338,3456.42567212,5036.55901012,2370.2000070000004,2592.31925409,4962.51926109,3160.266676,1728.21283606,4888.47951206,3950.333345,864.10641803,4814.43976303,4246.49234112,4172.45259209,4098.41284306,4024.37309403
5996,730.589966,1016.601056,362,730.589966,5083.005279999999,5813.595245999999,1461.179932,4066.404224,5527.584156,2191.769898,3049.803168,5241.573066,2922.359864,2033.202112,4955.561976,3652.94983,1016.601056,4669.550886,4796.994189999999,4510.9830999999995,4224.9720099999995,3938.96092
113166,835.87682703,838.88665203,363,835.87682703,4194.43326015,5030.31008718,1671.75365406,3355.54660812,5027.300262180001,2507.63048109,2516.6599560900004,5024.2904371800005,3343.50730812,1677.77330406,5021.28061218,4179.38413515,838.88665203,5018.270787179999,4191.42343515,4188.413610150001,4185.40378515,4182.39396015
1643,199.180967,716.410164,364,199.180967,3582.05082,3781.2317869999997,398.361934,2865.640656,3264.00259,597.542901,2149.230492,2746.7733930000004,796.723868,1432.820328,2229.544196,995.904835,716.410164,1712.3149990000002,3064.821623,2547.592426,2030.363229,1513.134032
50588,845.29642903,868.508864,365,845.29642903,4342.54432,5187.84074903,1690.59285806,3474.035456,5164.62831406,2535.88928709,2605.526592,5141.41587909,3381.18571612,1737.017728,5118.20344412,4226.48214515,868.508864,5094.9910091500005,4319.33188503,4296.11945006,4272.90701509,4249.69458012
22666,668.873562,790.968382,366,668.873562,3954.84191,4623.715472,1337.747124,3163.873528,4501.620652,2006.620686,2372.905146,4379.525832,2675.494248,1581.936764,4257.431012,3344.3678099999997,790.968382,4135.336192,3832.74709,3710.65227,3588.5574500000002,3466.46263
16754,832.882309,1225.38073339,367,832.882309,6126.90366695,6959.78597595,1665.764618,4901.52293356,6567.28755156,2498.646927,3676.14220017,6174.789127169999,3331.529236,2450.76146678,5782.290702779999,4164.411545,1225.38073339,5389.792278389999,5734.405242559999,5341.9068181699995,4949.40839378,4556.90996939
173096,582.848951,803.667653,368,582.848951,4018.338265,4601.187216,1165.697902,3214.670612,4380.368514,1748.5468530000003,2411.002959,4159.549812,2331.395804,1607.335306,3938.73111,2914.244755,803.667653,3717.912408,3797.519563,3576.7008610000003,3355.8821590000002,3135.063457
64447,786.66208203,888.273258,369,786.66208203,4441.36629,5228.028372029999,1573.32416406,3553.093032,5126.41719606,2359.98624609,2664.819774,5024.80602009,3146.64832812,1776.546516,4923.19484412,3933.31041015,888.273258,4821.5836681499995,4339.75511403,4238.14393806,4136.53276209,4034.92158612
127756,772.95242,875.09997903,370,772.95242,4375.49989515,5148.45231515,1545.90484,3500.39991612,5046.30475612,2318.8572599999998,2625.2999370899997,4944.1571970899995,3091.80968,1750.19995806,4842.00963806,3864.7621,875.09997903,4739.86207903,4273.35233612,4171.20477709,4069.0572180599997,3966.9096590299996
1700,199.180967,622.859836,371,199.180967,3114.29918,3313.480147,398.361934,2491.439344,2889.801278,597.542901,1868.5795079999998,2466.1224089999996,796.723868,1245.719672,2042.44354,995.904835,622.859836,1618.764671,2690.6203109999997,2266.941442,1843.262573,1419.5837040000001
